method,split,task,regime,mean_success,ci95_success,mean_containment_rate,ci95_containment_rate,mean_state_corruption,ci95_state_corruption,mean_cascade_rate,ci95_cascade_rate,mean_damage,ci95_damage,mean_false_halt,ci95_false_halt,mean_recovery_success,ci95_recovery_success,mean_escalation_precision,ci95_escalation_precision,mean_containment_latency,ci95_containment_latency,mean_recovery_cost,ci95_recovery_cost,mean_regret_to_oracle,ci95_regret_to_oracle,groups
failure_aware_hierarchical_controller,low_level_perturbation,mobile_manip_delivery,recovery_budget_exhaustion,0.4983,0.0457,0.4983,0.062,0.085,0.023,0.1344,0.0189,0.0459,0.0094,0.1378,0.0337,0.3844,0.044,0.487,0.0153,0.7384,0.0222,0.2406,0.0059,0.2534,0.0406,7
failure_aware_hierarchical_controller,low_level_perturbation,mobile_manip_delivery,subgoal_drift,0.5697,0.0369,0.5017,0.0442,0.0986,0.0214,0.102,0.0203,0.0476,0.021,0.1327,0.0236,0.4014,0.0248,0.4743,0.0122,0.6915,0.0146,0.2372,0.0044,0.1922,0.0629,7
failure_aware_hierarchical_controller,low_level_perturbation,peg_assembly,actuator_slip,0.5595,0.0404,0.483,0.0443,0.034,0.0193,0.0918,0.0159,0.0476,0.0297,0.1531,0.0252,0.3963,0.04,0.4806,0.0108,0.7089,0.0155,0.24,0.0071,0.1803,0.054,7
failure_aware_hierarchical_controller,low_level_perturbation,peg_assembly,contact_instability,0.5255,0.0399,0.4507,0.0339,0.0578,0.0241,0.1395,0.0263,0.0459,0.0079,0.165,0.032,0.3793,0.032,0.4781,0.0109,0.753,0.015,0.2428,0.0089,0.2177,0.0651,7
failure_aware_hierarchical_controller,low_level_perturbation,peg_assembly,cross_level_cascading_failure,0.4847,0.038,0.4677,0.0477,0.1105,0.0248,0.1565,0.032,0.0544,0.0196,0.1752,0.0268,0.3946,0.0406,0.4751,0.0115,0.8516,0.0109,0.2391,0.0038,0.2364,0.057,7
failure_aware_hierarchical_controller,low_level_perturbation,peg_assembly,perception_glitch,0.5612,0.0442,0.4558,0.0471,0.0425,0.0269,0.0969,0.0187,0.0357,0.0102,0.1684,0.0257,0.4167,0.0169,0.4761,0.0094,0.6812,0.0117,0.2342,0.0049,0.1701,0.0709,7
failure_aware_hierarchical_controller,low_level_perturbation,peg_assembly,precondition_drift,0.5493,0.0241,0.4864,0.0213,0.0578,0.018,0.102,0.0221,0.0255,0.0094,0.1446,0.0246,0.3827,0.0172,0.4706,0.0085,0.6914,0.0104,0.2437,0.0034,0.1786,0.0274,7
failure_aware_hierarchical_controller,low_level_perturbation,peg_assembly,recovery_budget_exhaustion,0.5306,0.0387,0.4796,0.0452,0.0935,0.0119,0.1531,0.0412,0.0459,0.0061,0.1582,0.0304,0.381,0.0334,0.4787,0.0057,0.7671,0.0186,0.2442,0.0065,0.1939,0.0667,7
failure_aware_hierarchical_controller,low_level_perturbation,peg_assembly,subgoal_drift,0.5255,0.0471,0.4575,0.0397,0.0714,0.026,0.1173,0.0213,0.0493,0.0213,0.1684,0.0241,0.3946,0.0312,0.4834,0.0089,0.6858,0.0012,0.2337,0.0047,0.1922,0.0733,7
failure_aware_hierarchical_controller,low_level_perturbation,tool_use_sequence,actuator_slip,0.6259,0.0356,0.449,0.0463,0.0408,0.0123,0.1071,0.0301,0.0289,0.0183,0.1786,0.0475,0.3724,0.0524,0.4858,0.0093,0.7025,0.0122,0.242,0.0048,0.1224,0.0562,7
failure_aware_hierarchical_controller,low_level_perturbation,tool_use_sequence,contact_instability,0.5391,0.0359,0.4694,0.0309,0.0731,0.0107,0.1156,0.022,0.0442,0.0141,0.1565,0.0336,0.3656,0.0317,0.4746,0.01,0.753,0.0081,0.243,0.0075,0.1769,0.0351,7
failure_aware_hierarchical_controller,low_level_perturbation,tool_use_sequence,cross_level_cascading_failure,0.4694,0.0441,0.4235,0.0133,0.0884,0.0243,0.1956,0.0317,0.0561,0.0084,0.1837,0.037,0.4082,0.0416,0.4867,0.0108,0.86,0.0134,0.2371,0.0097,0.2517,0.0753,7
failure_aware_hierarchical_controller,low_level_perturbation,tool_use_sequence,perception_glitch,0.5799,0.0466,0.4575,0.0423,0.0459,0.0193,0.0935,0.0262,0.0306,0.0086,0.1667,0.0283,0.3793,0.0219,0.4701,0.0202,0.691,0.013,0.2379,0.0071,0.1395,0.0503,7
failure_aware_hierarchical_controller,low_level_perturbation,tool_use_sequence,precondition_drift,0.5272,0.0425,0.4643,0.0244,0.0646,0.0209,0.0952,0.0288,0.0527,0.0123,0.165,0.0372,0.4354,0.0374,0.4813,0.0171,0.6843,0.0198,0.2393,0.0119,0.1939,0.0452,7
failure_aware_hierarchical_controller,low_level_perturbation,tool_use_sequence,recovery_budget_exhaustion,0.5051,0.0175,0.4541,0.0139,0.0748,0.0167,0.1446,0.0107,0.0578,0.0156,0.1752,0.0406,0.4303,0.0379,0.4743,0.012,0.7636,0.0079,0.2391,0.0085,0.2262,0.026,7
failure_aware_hierarchical_controller,low_level_perturbation,tool_use_sequence,subgoal_drift,0.5323,0.0828,0.4575,0.056,0.0714,0.0161,0.1276,0.0317,0.0374,0.0139,0.1616,0.0283,0.3656,0.022,0.4824,0.0073,0.6825,0.0093,0.2366,0.008,0.2262,0.1036,7
failure_aware_hierarchical_controller,mid_level_subgoal_shift,bimanual_handoff,actuator_slip,0.5527,0.0501,0.4609,0.0548,0.0442,0.0122,0.1327,0.0267,0.0374,0.0172,0.1735,0.0321,0.4065,0.0276,0.4233,0.0123,0.6917,0.0065,0.2333,0.0087,0.1667,0.0652,7
failure_aware_hierarchical_controller,mid_level_subgoal_shift,bimanual_handoff,contact_instability,0.5544,0.0571,0.4473,0.0301,0.0697,0.0316,0.1361,0.0283,0.0459,0.0219,0.1786,0.026,0.4014,0.0321,0.4272,0.0048,0.7345,0.0147,0.2352,0.0069,0.1803,0.077,7
failure_aware_hierarchical_controller,mid_level_subgoal_shift,bimanual_handoff,cross_level_cascading_failure,0.4286,0.0367,0.4541,0.0396,0.1139,0.0309,0.1905,0.0364,0.0646,0.0133,0.1837,0.019,0.3401,0.0499,0.4258,0.0137,0.8464,0.0109,0.2307,0.0062,0.3078,0.0379,7
failure_aware_hierarchical_controller,mid_level_subgoal_shift,bimanual_handoff,perception_glitch,0.5408,0.0152,0.483,0.0349,0.0646,0.0264,0.1412,0.0267,0.0306,0.0152,0.1412,0.0257,0.4099,0.0259,0.4378,0.0091,0.6722,0.0097,0.2341,0.0042,0.2024,0.0567,7
failure_aware_hierarchical_controller,mid_level_subgoal_shift,bimanual_handoff,precondition_drift,0.5544,0.0404,0.466,0.0369,0.0901,0.0133,0.1139,0.0203,0.0476,0.0114,0.1735,0.0313,0.381,0.0407,0.4322,0.0143,0.6879,0.0114,0.2327,0.0048,0.2177,0.0651,7
failure_aware_hierarchical_controller,mid_level_subgoal_shift,bimanual_handoff,recovery_budget_exhaustion,0.4762,0.026,0.4575,0.0233,0.0901,0.0143,0.1548,0.0349,0.0459,0.0119,0.1582,0.0208,0.3605,0.0329,0.4098,0.0123,0.7577,0.016,0.2364,0.006,0.2381,0.056,7
failure_aware_hierarchical_controller,mid_level_subgoal_shift,bimanual_handoff,subgoal_drift,0.5561,0.0174,0.4762,0.0279,0.1003,0.0168,0.1327,0.0257,0.0425,0.0133,0.1752,0.0263,0.4116,0.0582,0.4385,0.0081,0.6994,0.0188,0.2359,0.0033,0.1718,0.0292,7
failure_aware_hierarchical_controller,mid_level_subgoal_shift,drawer_retrieval,actuator_slip,0.5782,0.0496,0.4541,0.0379,0.0442,0.0214,0.1071,0.0249,0.0289,0.0133,0.165,0.0285,0.3895,0.0321,0.4234,0.0109,0.6837,0.009,0.2339,0.0083,0.1599,0.0446,7
failure_aware_hierarchical_controller,mid_level_subgoal_shift,drawer_retrieval,contact_instability,0.5884,0.0446,0.4796,0.0253,0.0646,0.0133,0.1361,0.0313,0.0408,0.0183,0.1514,0.0232,0.3946,0.0267,0.4308,0.0141,0.7002,0.0136,0.2331,0.0069,0.1582,0.0584,7
failure_aware_hierarchical_controller,mid_level_subgoal_shift,drawer_retrieval,cross_level_cascading_failure,0.4898,0.0406,0.4473,0.041,0.1105,0.0329,0.1752,0.0329,0.0425,0.0175,0.1735,0.0203,0.3333,0.0326,0.4254,0.0102,0.8164,0.0108,0.234,0.0072,0.2738,0.066,7
failure_aware_hierarchical_controller,mid_level_subgoal_shift,drawer_retrieval,perception_glitch,0.5918,0.0493,0.4966,0.0296,0.068,0.0141,0.0969,0.0365,0.0323,0.0141,0.131,0.0244,0.4099,0.0384,0.4221,0.0108,0.6515,0.0159,0.2376,0.0088,0.2041,0.0358,7
failure_aware_hierarchical_controller,mid_level_subgoal_shift,drawer_retrieval,precondition_drift,0.5306,0.0278,0.5,0.036,0.0646,0.0133,0.1378,0.0305,0.034,0.0172,0.1837,0.0278,0.4337,0.0432,0.4331,0.0063,0.6826,0.0071,0.2354,0.004,0.216,0.0406,7
failure_aware_hierarchical_controller,mid_level_subgoal_shift,drawer_retrieval,recovery_budget_exhaustion,0.5391,0.0373,0.4422,0.0332,0.0884,0.0209,0.1293,0.0262,0.0578,0.0172,0.1735,0.0313,0.3827,0.0412,0.4372,0.0132,0.7353,0.0107,0.2355,0.0063,0.2143,0.0269,7
failure_aware_hierarchical_controller,mid_level_subgoal_shift,drawer_retrieval,subgoal_drift,0.5119,0.0364,0.4609,0.0543,0.0884,0.0143,0.1207,0.023,0.0272,0.0132,0.1582,0.039,0.3793,0.029,0.4224,0.0123,0.6848,0.0158,0.2354,0.0085,0.25,0.0615,7
failure_aware_hierarchical_controller,mid_level_subgoal_shift,mobile_manip_delivery,actuator_slip,0.5901,0.0283,0.4694,0.0469,0.0578,0.0129,0.0969,0.0294,0.0357,0.0114,0.148,0.0333,0.4082,0.0416,0.4373,0.0127,0.6826,0.009,0.2376,0.0061,0.148,0.0461,7
failure_aware_hierarchical_controller,mid_level_subgoal_shift,mobile_manip_delivery,contact_instability,0.5238,0.0444,0.4592,0.0296,0.0663,0.01,0.1173,0.0312,0.0374,0.0148,0.1684,0.0484,0.3827,0.0362,0.426,0.0123,0.7128,0.0176,0.2368,0.0086,0.2143,0.0652,7
failure_aware_hierarchical_controller,mid_level_subgoal_shift,mobile_manip_delivery,cross_level_cascading_failure,0.4779,0.0595,0.4796,0.037,0.0867,0.03,0.1718,0.0196,0.0408,0.0133,0.1718,0.0259,0.3486,0.0321,0.43,0.0127,0.8321,0.0092,0.2403,0.0055,0.2602,0.0684,7
failure_aware_hierarchical_controller,mid_level_subgoal_shift,mobile_manip_delivery,perception_glitch,0.5952,0.0338,0.4405,0.026,0.0663,0.0123,0.0748,0.0111,0.034,0.0129,0.1752,0.039,0.398,0.0283,0.4266,0.0118,0.6803,0.0097,0.2347,0.0035,0.1633,0.0538,7
failure_aware_hierarchical_controller,mid_level_subgoal_shift,mobile_manip_delivery,precondition_drift,0.5527,0.037,0.4694,0.0203,0.0884,0.0233,0.1037,0.0182,0.0493,0.0193,0.1514,0.0278,0.3844,0.0317,0.4319,0.0068,0.6731,0.0116,0.2397,0.0024,0.216,0.0505,7
failure_aware_hierarchical_controller,mid_level_subgoal_shift,mobile_manip_delivery,recovery_budget_exhaustion,0.5187,0.0196,0.4592,0.0488,0.0867,0.0208,0.1548,0.031,0.0476,0.0222,0.1905,0.0388,0.3588,0.0427,0.4291,0.0114,0.7439,0.0156,0.2355,0.0047,0.2347,0.0348,7
failure_aware_hierarchical_controller,mid_level_subgoal_shift,mobile_manip_delivery,subgoal_drift,0.5629,0.0344,0.4592,0.0341,0.0901,0.0243,0.0986,0.015,0.0493,0.0139,0.1837,0.0313,0.398,0.0341,0.4273,0.0077,0.6893,0.0154,0.2345,0.0047,0.1565,0.0599,7
failure_aware_hierarchical_controller,mid_level_subgoal_shift,peg_assembly,actuator_slip,0.5612,0.0465,0.4694,0.0301,0.0408,0.0133,0.1173,0.0187,0.0323,0.0226,0.1633,0.0321,0.3929,0.0326,0.4417,0.0077,0.6907,0.0049,0.2299,0.0082,0.1752,0.0531,7
failure_aware_hierarchical_controller,mid_level_subgoal_shift,peg_assembly,contact_instability,0.5799,0.0373,0.4575,0.0209,0.0561,0.0226,0.1412,0.0213,0.051,0.0159,0.1531,0.0365,0.3895,0.0457,0.4356,0.0088,0.7314,0.0166,0.2314,0.0039,0.1412,0.0369,7
failure_aware_hierarchical_controller,mid_level_subgoal_shift,peg_assembly,cross_level_cascading_failure,0.4694,0.0341,0.4541,0.0545,0.1395,0.0449,0.1837,0.0264,0.0629,0.0226,0.1378,0.0283,0.3384,0.0341,0.4204,0.0079,0.8419,0.0208,0.2355,0.0081,0.2517,0.0358,7
failure_aware_hierarchical_controller,mid_level_subgoal_shift,peg_assembly,perception_glitch,0.5884,0.0287,0.5136,0.0465,0.0527,0.0209,0.1276,0.0309,0.0357,0.0072,0.1854,0.0287,0.3861,0.0587,0.4296,0.0077,0.6745,0.0132,0.2378,0.007,0.1412,0.0554,7
failure_aware_hierarchical_controller,mid_level_subgoal_shift,peg_assembly,precondition_drift,0.5425,0.0287,0.4184,0.0497,0.0901,0.0168,0.0884,0.0175,0.0374,0.0187,0.1973,0.0313,0.3827,0.0563,0.4336,0.0127,0.6724,0.0151,0.2326,0.0039,0.2296,0.048,7
failure_aware_hierarchical_controller,mid_level_subgoal_shift,peg_assembly,recovery_budget_exhaustion,0.4439,0.0584,0.4847,0.0452,0.1122,0.0407,0.148,0.0397,0.0391,0.0243,0.1497,0.04,0.3401,0.0526,0.4348,0.011,0.7493,0.0131,0.2321,0.009,0.2534,0.0573,7
failure_aware_hierarchical_controller,mid_level_subgoal_shift,peg_assembly,subgoal_drift,0.5119,0.0204,0.4371,0.0182,0.102,0.0325,0.1156,0.0359,0.0408,0.0143,0.1497,0.0446,0.3724,0.0189,0.4283,0.0096,0.6856,0.0079,0.2336,0.0079,0.1871,0.0437,7
failure_aware_hierarchical_controller,mid_level_subgoal_shift,tool_use_sequence,actuator_slip,0.5833,0.0569,0.4371,0.0578,0.051,0.0278,0.1037,0.0291,0.0357,0.0135,0.148,0.0287,0.3673,0.0307,0.4374,0.0154,0.6918,0.0096,0.2326,0.0065,0.1667,0.0364,7
failure_aware_hierarchical_controller,mid_level_subgoal_shift,tool_use_sequence,contact_instability,0.5697,0.0554,0.4898,0.0382,0.0561,0.0141,0.1344,0.0309,0.0391,0.0263,0.2058,0.0174,0.3776,0.0538,0.4293,0.0116,0.7316,0.0135,0.2391,0.0036,0.1684,0.0643,7
failure_aware_hierarchical_controller,mid_level_subgoal_shift,tool_use_sequence,cross_level_cascading_failure,0.4575,0.04,0.517,0.0387,0.1071,0.0222,0.1769,0.0271,0.0476,0.0125,0.148,0.0292,0.3946,0.0573,0.4301,0.0132,0.8533,0.0171,0.2367,0.0075,0.2568,0.0441,7
failure_aware_hierarchical_controller,mid_level_subgoal_shift,tool_use_sequence,perception_glitch,0.5765,0.0317,0.4337,0.0341,0.051,0.0214,0.1054,0.0156,0.0374,0.0094,0.1633,0.0243,0.3707,0.0389,0.4235,0.01,0.6556,0.0138,0.233,0.0075,0.1633,0.0278,7
failure_aware_hierarchical_controller,mid_level_subgoal_shift,tool_use_sequence,precondition_drift,0.5629,0.0413,0.4388,0.0267,0.0986,0.0182,0.1088,0.0206,0.0493,0.0224,0.2024,0.0279,0.3895,0.022,0.4354,0.0085,0.6802,0.0073,0.235,0.0087,0.1871,0.0457,7
failure_aware_hierarchical_controller,mid_level_subgoal_shift,tool_use_sequence,recovery_budget_exhaustion,0.5136,0.0556,0.4796,0.0296,0.0901,0.0317,0.1327,0.0129,0.051,0.0167,0.165,0.0246,0.3418,0.0325,0.4328,0.0082,0.7458,0.0191,0.238,0.0059,0.2211,0.0461,7
failure_aware_hierarchical_controller,mid_level_subgoal_shift,tool_use_sequence,subgoal_drift,0.5272,0.04,0.4473,0.0292,0.1122,0.0209,0.1054,0.0164,0.0425,0.0143,0.1616,0.0203,0.3827,0.0612,0.4279,0.0088,0.6855,0.0131,0.2368,0.0052,0.1905,0.0634,7
failure_aware_hierarchical_controller,nominal,bimanual_handoff,actuator_slip,0.6003,0.0463,0.466,0.023,0.034,0.0139,0.085,0.0224,0.0391,0.0122,0.1224,0.0263,0.4252,0.0503,0.489,0.0058,0.6277,0.0167,0.2395,0.0061,0.1752,0.0519,7
failure_aware_hierarchical_controller,nominal,bimanual_handoff,contact_instability,0.5799,0.0732,0.4915,0.0387,0.0544,0.0123,0.119,0.0283,0.0476,0.0169,0.1071,0.0216,0.4201,0.058,0.4873,0.0076,0.6547,0.0136,0.2384,0.0043,0.1599,0.0916,7
failure_aware_hierarchical_controller,nominal,bimanual_handoff,cross_level_cascading_failure,0.5119,0.0297,0.4847,0.0333,0.0935,0.0324,0.1633,0.022,0.0493,0.0164,0.1105,0.0263,0.4167,0.0414,0.4876,0.0124,0.7447,0.0099,0.2396,0.0066,0.2279,0.0597,7
failure_aware_hierarchical_controller,nominal,bimanual_handoff,perception_glitch,0.5765,0.0325,0.4711,0.0397,0.0493,0.0236,0.0884,0.0301,0.0238,0.0051,0.1224,0.0337,0.4252,0.0571,0.4918,0.0124,0.6241,0.0099,0.2389,0.0077,0.2024,0.0239,7
failure_aware_hierarchical_controller,nominal,bimanual_handoff,precondition_drift,0.5629,0.0428,0.4779,0.0448,0.0629,0.0214,0.0867,0.03,0.0306,0.0133,0.131,0.0306,0.3963,0.0278,0.5005,0.0054,0.6294,0.0087,0.2399,0.0104,0.1956,0.0609,7
failure_aware_hierarchical_controller,nominal,bimanual_handoff,recovery_budget_exhaustion,0.5102,0.0285,0.4898,0.0294,0.0731,0.0219,0.1344,0.0237,0.0374,0.018,0.1667,0.0367,0.3759,0.0305,0.5021,0.0112,0.6642,0.0156,0.2408,0.0076,0.2415,0.0268,7
failure_aware_hierarchical_controller,nominal,bimanual_handoff,subgoal_drift,0.5731,0.0518,0.4983,0.0354,0.0646,0.0168,0.1071,0.0244,0.0306,0.0143,0.1105,0.022,0.3929,0.0228,0.4934,0.0103,0.6079,0.0156,0.2379,0.0049,0.1582,0.0681,7
failure_aware_hierarchical_controller,nominal,drawer_retrieval,actuator_slip,0.6054,0.0399,0.4847,0.0711,0.0391,0.0202,0.0816,0.0299,0.0374,0.0139,0.1463,0.0366,0.4473,0.0391,0.4944,0.0052,0.6066,0.0141,0.2447,0.009,0.1105,0.0287,7
failure_aware_hierarchical_controller,nominal,drawer_retrieval,contact_instability,0.6037,0.0321,0.4864,0.0473,0.0425,0.0175,0.1105,0.022,0.0408,0.0209,0.1293,0.0193,0.4116,0.0435,0.5064,0.0142,0.6408,0.0117,0.238,0.0059,0.1786,0.045,7
failure_aware_hierarchical_controller,nominal,drawer_retrieval,cross_level_cascading_failure,0.5527,0.0407,0.4898,0.0219,0.1105,0.0309,0.1412,0.0343,0.0476,0.0125,0.1361,0.0215,0.4184,0.0508,0.4915,0.0108,0.7175,0.0098,0.2414,0.0067,0.1752,0.0617,7
failure_aware_hierarchical_controller,nominal,drawer_retrieval,perception_glitch,0.602,0.041,0.4779,0.0303,0.0391,0.0122,0.0969,0.0267,0.0357,0.0204,0.1378,0.0287,0.4524,0.0423,0.4914,0.0071,0.5927,0.0189,0.2405,0.0059,0.1752,0.0671,7
failure_aware_hierarchical_controller,nominal,drawer_retrieval,precondition_drift,0.585,0.051,0.4745,0.0328,0.0527,0.0221,0.1037,0.0263,0.0272,0.0141,0.1429,0.0401,0.4133,0.0366,0.4889,0.0087,0.6116,0.0217,0.2355,0.0082,0.1752,0.0466,7
failure_aware_hierarchical_controller,nominal,drawer_retrieval,recovery_budget_exhaustion,0.5561,0.0333,0.4541,0.0568,0.0459,0.0206,0.1156,0.0195,0.0323,0.0174,0.1378,0.0329,0.3912,0.0487,0.4924,0.0128,0.6547,0.0121,0.2383,0.0069,0.2024,0.0314,7
failure_aware_hierarchical_controller,nominal,drawer_retrieval,subgoal_drift,0.5612,0.0462,0.4966,0.0457,0.0782,0.0296,0.102,0.0196,0.0323,0.0098,0.1344,0.0226,0.3861,0.0377,0.4908,0.011,0.6239,0.0114,0.2347,0.007,0.2177,0.0531,7
failure_aware_hierarchical_controller,nominal,mobile_manip_delivery,actuator_slip,0.6003,0.0301,0.4626,0.0412,0.0459,0.0187,0.0833,0.0176,0.0357,0.0169,0.1378,0.0249,0.415,0.051,0.497,0.0053,0.6243,0.0155,0.2403,0.0062,0.1633,0.0692,7
failure_aware_hierarchical_controller,nominal,mobile_manip_delivery,contact_instability,0.5867,0.04,0.4728,0.0273,0.0561,0.0067,0.0952,0.0269,0.0289,0.0123,0.1276,0.0278,0.4303,0.0482,0.4931,0.0126,0.662,0.0138,0.2417,0.0076,0.1939,0.0482,7
failure_aware_hierarchical_controller,nominal,mobile_manip_delivery,cross_level_cascading_failure,0.5425,0.0432,0.5102,0.0482,0.0867,0.0189,0.1395,0.0208,0.0476,0.0144,0.1429,0.0249,0.4473,0.0152,0.5014,0.0138,0.7231,0.0058,0.2401,0.0067,0.2177,0.0623,7
failure_aware_hierarchical_controller,nominal,mobile_manip_delivery,perception_glitch,0.5816,0.0362,0.4762,0.0472,0.0476,0.0176,0.1037,0.0159,0.0289,0.0203,0.148,0.0183,0.4218,0.0493,0.4992,0.0117,0.6145,0.0185,0.2385,0.004,0.1463,0.0329,7
failure_aware_hierarchical_controller,nominal,mobile_manip_delivery,precondition_drift,0.602,0.0227,0.5034,0.0296,0.0629,0.0214,0.1156,0.0141,0.0527,0.0227,0.1293,0.0379,0.3895,0.0452,0.4876,0.0167,0.6162,0.0113,0.2372,0.0061,0.1667,0.036,7
failure_aware_hierarchical_controller,nominal,mobile_manip_delivery,recovery_budget_exhaustion,0.5289,0.0374,0.4779,0.052,0.051,0.0189,0.131,0.0388,0.051,0.0141,0.1156,0.0174,0.4167,0.0707,0.4925,0.01,0.6619,0.0119,0.2492,0.0058,0.2143,0.0687,7
failure_aware_hierarchical_controller,nominal,mobile_manip_delivery,subgoal_drift,0.5374,0.0523,0.4864,0.0372,0.0782,0.0283,0.1054,0.018,0.0493,0.0172,0.1276,0.0377,0.4048,0.0292,0.4949,0.0065,0.6246,0.0156,0.2384,0.0067,0.1973,0.076,7
failure_aware_hierarchical_controller,nominal,peg_assembly,actuator_slip,0.6497,0.0249,0.4609,0.0506,0.0306,0.0152,0.0935,0.0257,0.0306,0.0183,0.119,0.0153,0.4354,0.041,0.4877,0.0109,0.6262,0.0138,0.2445,0.0091,0.1224,0.0538,7
failure_aware_hierarchical_controller,nominal,peg_assembly,contact_instability,0.5663,0.0514,0.4932,0.0309,0.0476,0.0184,0.0867,0.0337,0.0323,0.0141,0.1327,0.0343,0.4422,0.0624,0.4971,0.0133,0.6619,0.0092,0.2401,0.0085,0.1786,0.0583,7
failure_aware_hierarchical_controller,nominal,peg_assembly,cross_level_cascading_failure,0.4949,0.0611,0.4915,0.0457,0.1054,0.0187,0.1667,0.0297,0.034,0.02,0.0918,0.0313,0.4099,0.0374,0.4942,0.0041,0.7384,0.0129,0.243,0.0059,0.2126,0.0758,7
failure_aware_hierarchical_controller,nominal,peg_assembly,perception_glitch,0.5884,0.0458,0.4864,0.0465,0.0527,0.0264,0.1054,0.0213,0.0272,0.0098,0.1667,0.0411,0.432,0.0313,0.5011,0.0087,0.6058,0.0152,0.2421,0.0048,0.1412,0.0471,7
failure_aware_hierarchical_controller,nominal,peg_assembly,precondition_drift,0.5595,0.0486,0.4949,0.0536,0.068,0.015,0.0969,0.0164,0.0289,0.0112,0.1514,0.0182,0.4609,0.0253,0.4935,0.0098,0.6194,0.0102,0.2412,0.0079,0.1701,0.0905,7
failure_aware_hierarchical_controller,nominal,peg_assembly,recovery_budget_exhaustion,0.5204,0.0613,0.4915,0.0508,0.0578,0.0213,0.1207,0.0276,0.0357,0.0088,0.1514,0.0278,0.4048,0.0544,0.4889,0.01,0.6691,0.0125,0.2403,0.0043,0.199,0.0397,7
failure_aware_hierarchical_controller,nominal,peg_assembly,subgoal_drift,0.5527,0.0646,0.4932,0.0443,0.0731,0.018,0.1173,0.0257,0.0323,0.0159,0.1327,0.0224,0.4082,0.0446,0.4888,0.0105,0.6318,0.0063,0.2407,0.0107,0.1786,0.088,7
failure_aware_hierarchical_controller,nominal,tool_use_sequence,actuator_slip,0.5782,0.0394,0.4711,0.0534,0.0357,0.0135,0.0884,0.0269,0.0153,0.0098,0.1327,0.0285,0.3997,0.0349,0.4899,0.0131,0.6235,0.0155,0.2378,0.0032,0.2126,0.0476,7
failure_aware_hierarchical_controller,nominal,tool_use_sequence,contact_instability,0.5816,0.0354,0.5136,0.0409,0.0578,0.0285,0.102,0.0203,0.0357,0.0072,0.1616,0.0329,0.4422,0.0262,0.4912,0.0063,0.6614,0.0154,0.2396,0.0066,0.1939,0.0548,7
failure_aware_hierarchical_controller,nominal,tool_use_sequence,cross_level_cascading_failure,0.5578,0.029,0.4881,0.0426,0.1003,0.0133,0.1207,0.0193,0.0544,0.0196,0.1344,0.0329,0.4201,0.0744,0.4936,0.0043,0.7435,0.0199,0.2417,0.0082,0.1599,0.0432,7
failure_aware_hierarchical_controller,nominal,tool_use_sequence,perception_glitch,0.6207,0.0445,0.5238,0.0374,0.051,0.0141,0.0748,0.0167,0.0272,0.0141,0.1565,0.0281,0.4456,0.0529,0.4906,0.0061,0.5996,0.0109,0.2384,0.0089,0.131,0.0429,7
failure_aware_hierarchical_controller,nominal,tool_use_sequence,precondition_drift,0.5884,0.0305,0.4915,0.034,0.0612,0.0156,0.1105,0.0159,0.0323,0.0182,0.1395,0.0366,0.398,0.0337,0.4997,0.0121,0.6131,0.016,0.2357,0.0077,0.1259,0.0485,7
failure_aware_hierarchical_controller,nominal,tool_use_sequence,recovery_budget_exhaustion,0.5578,0.0369,0.4864,0.0267,0.0544,0.0374,0.131,0.0269,0.0459,0.0193,0.1293,0.0206,0.4031,0.0187,0.488,0.013,0.6682,0.0133,0.2396,0.0096,0.2024,0.0534,7
failure_aware_hierarchical_controller,nominal,tool_use_sequence,subgoal_drift,0.5646,0.0296,0.4745,0.0433,0.068,0.0202,0.119,0.0288,0.0425,0.0133,0.1395,0.0443,0.4116,0.0397,0.4901,0.0135,0.6201,0.0099,0.2384,0.0103,0.1803,0.0358,7
flat_behavior_clone,combined_cascade_stress,bimanual_handoff,actuator_slip,0.3588,0.061,0.119,0.0204,0.1259,0.019,0.1956,0.019,0.1088,0.0164,0.1837,0.0384,0.1378,0.0168,0.1406,0.0132,1.0551,0.0099,0.1648,0.0054,0.3639,0.0569,7
flat_behavior_clone,combined_cascade_stress,bimanual_handoff,contact_instability,0.2636,0.0332,0.1071,0.0204,0.1582,0.0237,0.25,0.0204,0.1259,0.0259,0.1786,0.0342,0.1037,0.0214,0.1417,0.0095,1.1147,0.0144,0.1633,0.006,0.4813,0.0526,7
flat_behavior_clone,combined_cascade_stress,bimanual_handoff,cross_level_cascading_failure,0.0442,0.0189,0.102,0.0233,0.3299,0.0243,0.4099,0.0536,0.1599,0.0429,0.199,0.0214,0.1037,0.0268,0.1378,0.0077,1.2742,0.02,0.1652,0.0046,0.6769,0.0362,7
flat_behavior_clone,combined_cascade_stress,bimanual_handoff,perception_glitch,0.3265,0.0432,0.1173,0.0241,0.1241,0.0413,0.1905,0.0249,0.1139,0.0175,0.1769,0.0328,0.1616,0.0175,0.1379,0.0123,1.0266,0.018,0.1607,0.0088,0.4354,0.0485,7
