method,seed,success,containment_rate,cascade_rate,state_corruption,subgoal_corruption,damage_rate,false_halt,missed_failure,recovery_success,escalation_precision,containment_latency,ece,regret,utility,groups
option_termination_monitor,9,0.585069,0.422743,0.202257,0.09375,0.125,0.05816,0.0625,0.342014,0.359375,0.478299,0.764111,0.0746,0.33941,0.06884,192
oracle_containment_supervisor,0,0.91493,0.711806,0.023438,0.000868,0.003472,0.00434,0.000868,0.102431,0.573785,0.78125,0.481605,0.003126,0.0,0.917318,192
oracle_containment_supervisor,1,0.922743,0.710937,0.019097,0.000868,0.000868,0.003472,0.003472,0.103299,0.563368,0.793403,0.482289,0.00312,0.0,0.927981,192
oracle_containment_supervisor,2,0.913194,0.694444,0.019965,0.001736,0.000868,0.001736,0.002604,0.119792,0.565104,0.78559,0.481152,0.003192,0.0,0.910258,192
oracle_containment_supervisor,3,0.898437,0.716146,0.013889,0.002604,0.001736,0.001736,0.000868,0.112847,0.552083,0.802083,0.481652,0.00321,0.0,0.904348,192
oracle_containment_supervisor,4,0.91059,0.717882,0.019965,0.001736,0.008681,0.003472,0.002604,0.09375,0.584201,0.78559,0.481586,0.003124,0.0,0.917959,192
oracle_containment_supervisor,5,0.921007,0.677951,0.020833,0.005208,0.000868,0.001736,0.001736,0.110243,0.569444,0.78559,0.482144,0.003167,0.0,0.918867,192
oracle_containment_supervisor,6,0.916667,0.710938,0.016493,0.000868,0.001736,0.00434,0.002604,0.118056,0.582465,0.789931,0.481403,0.003169,0.0,0.917113,192
oracle_containment_supervisor,7,0.918403,0.697049,0.017361,0.001736,0.002604,0.001736,0.002604,0.111111,0.581597,0.78559,0.481474,0.003181,0.0,0.921659,192
oracle_containment_supervisor,8,0.922743,0.706597,0.018229,0.000868,0.002604,0.001736,0.001736,0.105903,0.583333,0.796875,0.482257,0.003221,0.0,0.930193,192
oracle_containment_supervisor,9,0.912326,0.695312,0.013021,0.000868,0.003472,0.002604,0.001736,0.095486,0.586806,0.799479,0.482464,0.003154,0.0,0.925631,192
proposed_hierarchical_failure_containment_graph_v4,0,0.743056,0.581597,0.099826,0.023438,0.022569,0.006076,0.032118,0.238715,0.457465,0.613715,0.610805,0.024908,0.19184,0.547165,192
proposed_hierarchical_failure_containment_graph_v4,1,0.728299,0.573785,0.08507,0.015625,0.027778,0.006076,0.032118,0.22309,0.498264,0.652778,0.610892,0.024938,0.210937,0.554229,192
proposed_hierarchical_failure_containment_graph_v4,2,0.738715,0.577257,0.095486,0.021701,0.028646,0.002604,0.028646,0.206597,0.487847,0.626736,0.610855,0.02493,0.19184,0.565815,192
proposed_hierarchical_failure_containment_graph_v4,3,0.736111,0.568576,0.091146,0.021701,0.02691,0.003472,0.034722,0.217882,0.479167,0.62066,0.610099,0.024996,0.1875,0.556251,192
proposed_hierarchical_failure_containment_graph_v4,4,0.733507,0.582465,0.079861,0.02691,0.028646,0.005208,0.021701,0.224826,0.467882,0.638889,0.610004,0.024905,0.198785,0.559198,192
proposed_hierarchical_failure_containment_graph_v4,5,0.749132,0.569444,0.092882,0.018229,0.030382,0.006944,0.030382,0.210938,0.505208,0.626736,0.610489,0.024926,0.188368,0.572051,192
proposed_hierarchical_failure_containment_graph_v4,6,0.736979,0.559028,0.096354,0.027778,0.023438,0.001736,0.03125,0.206597,0.469618,0.638021,0.610371,0.024891,0.197917,0.559776,192
proposed_hierarchical_failure_containment_graph_v4,7,0.740451,0.568576,0.083333,0.019965,0.032986,0.002604,0.032118,0.222222,0.447917,0.621528,0.610943,0.024971,0.193576,0.56137,192
proposed_hierarchical_failure_containment_graph_v4,8,0.748264,0.58941,0.09809,0.024306,0.033854,0.001736,0.03559,0.221354,0.431424,0.614583,0.610125,0.0247,0.189236,0.557951,192
proposed_hierarchical_failure_containment_graph_v4,9,0.762153,0.590278,0.092882,0.020833,0.03125,0.00434,0.024306,0.213542,0.456597,0.638021,0.611026,0.024998,0.178819,0.586654,192
reactive_retry_recovery,0,0.541667,0.304688,0.212674,0.138021,0.150174,0.082465,0.085938,0.394097,0.321181,0.317708,0.824974,0.106887,0.376736,-0.108717,192
reactive_retry_recovery,1,0.514757,0.296007,0.258681,0.128472,0.139757,0.065104,0.08941,0.392361,0.342014,0.357639,0.825161,0.106987,0.408854,-0.134513,192
reactive_retry_recovery,2,0.49566,0.284722,0.241319,0.135417,0.162326,0.065104,0.072917,0.412326,0.314236,0.375,0.825869,0.10699,0.421007,-0.161405,192
reactive_retry_recovery,3,0.500868,0.295139,0.232639,0.12934,0.146701,0.082465,0.075521,0.402778,0.318576,0.326389,0.826745,0.106895,0.400174,-0.156088,192
reactive_retry_recovery,4,0.501736,0.282118,0.240451,0.138889,0.126736,0.082465,0.076389,0.403646,0.31684,0.372396,0.82599,0.106997,0.413194,-0.156276,192
reactive_retry_recovery,5,0.492188,0.28559,0.222222,0.146701,0.161458,0.069445,0.09809,0.393229,0.307292,0.347222,0.825223,0.106965,0.430555,-0.167049,192
reactive_retry_recovery,6,0.525174,0.311632,0.230903,0.137153,0.138021,0.082465,0.073785,0.416667,0.335937,0.354167,0.826193,0.107067,0.395833,-0.132379,192
reactive_retry_recovery,7,0.485243,0.298611,0.22309,0.136285,0.14757,0.078993,0.084201,0.407986,0.293403,0.360243,0.825883,0.106745,0.436632,-0.172354,192
reactive_retry_recovery,8,0.509549,0.290799,0.247396,0.128472,0.150174,0.079861,0.083333,0.408854,0.311632,0.34809,0.824608,0.106807,0.417535,-0.160907,192
reactive_retry_recovery,9,0.523438,0.292535,0.234375,0.126736,0.168403,0.069445,0.09375,0.414931,0.341146,0.335069,0.826023,0.107039,0.396701,-0.14135,192
recovery_budgeted_controller,0,0.696181,0.431424,0.134549,0.072049,0.060764,0.023438,0.033854,0.282118,0.436632,0.551215,0.691608,0.037438,0.237847,0.360818,192
recovery_budgeted_controller,1,0.658854,0.483507,0.141493,0.067708,0.065104,0.027778,0.040799,0.291667,0.409722,0.547743,0.692159,0.037708,0.274305,0.310869,192
recovery_budgeted_controller,2,0.641493,0.474826,0.126736,0.061632,0.086806,0.026042,0.039931,0.276042,0.434896,0.53559,0.691622,0.03778,0.282118,0.305757,192
recovery_budgeted_controller,3,0.663194,0.460937,0.136285,0.052951,0.072917,0.027778,0.039063,0.271701,0.448785,0.546007,0.691003,0.037691,0.243924,0.333216,192
recovery_budgeted_controller,4,0.651042,0.455729,0.135417,0.064236,0.051215,0.022569,0.039931,0.295139,0.44184,0.549479,0.691729,0.037533,0.273437,0.318819,192
recovery_budgeted_controller,5,0.6875,0.467014,0.132813,0.067708,0.068576,0.025174,0.039063,0.289931,0.427951,0.548611,0.691362,0.037564,0.246528,0.3473,192
recovery_budgeted_controller,6,0.668403,0.438368,0.122396,0.061632,0.072917,0.026042,0.028646,0.301215,0.434028,0.554688,0.691727,0.037712,0.25868,0.332036,192
recovery_budgeted_controller,7,0.663194,0.449653,0.138021,0.065972,0.069445,0.019965,0.047743,0.282986,0.427083,0.552951,0.691201,0.037733,0.264757,0.323455,192
recovery_budgeted_controller,8,0.679687,0.469618,0.132813,0.068576,0.076389,0.021701,0.039931,0.271701,0.41059,0.550347,0.691932,0.037541,0.256944,0.346127,192
recovery_budgeted_controller,9,0.675347,0.453993,0.131076,0.060764,0.083333,0.023438,0.03125,0.261285,0.387153,0.530382,0.691462,0.037556,0.251736,0.34662,192
risk_calibrated_hierarchical_containment_v5,0,0.832465,0.649306,0.044271,0.000868,0.00434,0.0,0.005208,0.15191,0.525174,0.744792,0.531696,0.003242,0.12934,0.779406,192
risk_calibrated_hierarchical_containment_v5,1,0.842882,0.664931,0.033854,0.001736,0.002604,0.003472,0.008681,0.135417,0.543403,0.760417,0.530996,0.003214,0.107639,0.802697,192
risk_calibrated_hierarchical_containment_v5,2,0.846354,0.650174,0.036458,0.005208,0.003472,0.003472,0.005208,0.14757,0.546875,0.71875,0.530904,0.003348,0.107639,0.795163,192
risk_calibrated_hierarchical_containment_v5,3,0.856771,0.675347,0.048611,0.001736,0.003472,0.000868,0.001736,0.15625,0.543403,0.725694,0.531033,0.003382,0.094618,0.802861,192
risk_calibrated_hierarchical_containment_v5,4,0.835069,0.650174,0.036458,0.003472,0.000868,0.001736,0.010417,0.138889,0.540799,0.719618,0.530212,0.003392,0.114583,0.789243,192
risk_calibrated_hierarchical_containment_v5,5,0.83941,0.673611,0.038194,0.001736,0.000868,0.000868,0.006076,0.128472,0.545139,0.735243,0.531573,0.003259,0.111979,0.804298,192
risk_calibrated_hierarchical_containment_v5,6,0.837674,0.655382,0.044271,0.000868,0.000868,0.000868,0.005208,0.138889,0.561632,0.736111,0.530558,0.003279,0.109375,0.794271,192
risk_calibrated_hierarchical_containment_v5,7,0.819444,0.621528,0.047743,0.001736,0.0,0.000868,0.006944,0.153646,0.550347,0.712674,0.530811,0.003282,0.128472,0.760903,192
risk_calibrated_hierarchical_containment_v5,8,0.837674,0.644097,0.050347,0.002604,0.000868,0.002604,0.00434,0.12934,0.519965,0.729167,0.530642,0.003163,0.117188,0.788122,192
risk_calibrated_hierarchical_containment_v5,9,0.835069,0.639757,0.037326,0.001736,0.000868,0.003472,0.00434,0.152778,0.539062,0.737847,0.530882,0.00328,0.110243,0.783569,192
robust_mpc_fallback,0,0.611979,0.452257,0.16059,0.078993,0.080729,0.040799,0.063368,0.282986,0.361979,0.509549,0.721021,0.051136,0.318576,0.20392,192
robust_mpc_fallback,1,0.636285,0.434028,0.177951,0.080729,0.085938,0.042535,0.046007,0.292535,0.37066,0.478299,0.721437,0.051122,0.293403,0.212876,192
robust_mpc_fallback,2,0.631944,0.448785,0.152778,0.075521,0.102431,0.042535,0.052083,0.299479,0.372396,0.486979,0.721204,0.05116,0.296007,0.215566,192
robust_mpc_fallback,3,0.625868,0.427083,0.166667,0.065104,0.09809,0.049479,0.048611,0.315104,0.360243,0.482639,0.720575,0.051105,0.282986,0.19233,192
robust_mpc_fallback,4,0.624132,0.430556,0.171007,0.078125,0.086806,0.043403,0.063368,0.330729,0.394965,0.482639,0.720721,0.051185,0.304687,0.18153,192
robust_mpc_fallback,5,0.631944,0.446181,0.164063,0.077257,0.090278,0.049479,0.052951,0.301215,0.398437,0.479167,0.720475,0.051276,0.299479,0.206064,192
robust_mpc_fallback,6,0.617188,0.431424,0.16059,0.088542,0.094618,0.056424,0.043403,0.348958,0.380208,0.486979,0.722252,0.051098,0.307292,0.157586,192
robust_mpc_fallback,7,0.624132,0.443576,0.177951,0.077257,0.090278,0.047743,0.051215,0.302951,0.375868,0.491319,0.721466,0.051097,0.301215,0.189962,192
robust_mpc_fallback,8,0.649306,0.423611,0.16059,0.077257,0.084201,0.041667,0.052951,0.286458,0.408854,0.447917,0.720587,0.050878,0.283854,0.240428,192
robust_mpc_fallback,9,0.630208,0.459201,0.155382,0.08507,0.094618,0.038194,0.056424,0.287326,0.381076,0.491319,0.720617,0.051191,0.294271,0.220854,192
uncertainty_halt_policy,0,0.539931,0.318576,0.220486,0.110243,0.119792,0.067708,0.074653,0.40191,0.274306,0.382812,0.824854,0.063639,0.381076,-0.070066,192
uncertainty_halt_policy,1,0.538194,0.326389,0.235243,0.130208,0.142361,0.069445,0.055556,0.400174,0.293403,0.385417,0.825308,0.063876,0.386285,-0.092553,192
uncertainty_halt_policy,2,0.523438,0.319444,0.235243,0.122396,0.146701,0.074653,0.071181,0.375868,0.278646,0.407986,0.824532,0.063474,0.394965,-0.106924,192
uncertainty_halt_policy,3,0.525174,0.317708,0.223958,0.124132,0.143229,0.081597,0.0625,0.398437,0.289062,0.388889,0.82454,0.063619,0.375868,-0.111654,192
uncertainty_halt_policy,4,0.52691,0.335069,0.215278,0.12934,0.151042,0.074653,0.076389,0.391493,0.290799,0.396701,0.824628,0.063779,0.388021,-0.104319,192
uncertainty_halt_policy,5,0.53559,0.319444,0.258681,0.155382,0.138021,0.076389,0.072049,0.421875,0.313368,0.388889,0.823957,0.063427,0.389757,-0.144777,192
uncertainty_halt_policy,6,0.524306,0.33941,0.220486,0.133681,0.127604,0.083333,0.072049,0.405382,0.297743,0.397569,0.824879,0.063679,0.394097,-0.114358,192
uncertainty_halt_policy,7,0.509549,0.337674,0.249132,0.133681,0.12934,0.070313,0.0625,0.381944,0.263889,0.388889,0.823811,0.063791,0.414062,-0.121795,192
uncertainty_halt_policy,8,0.483507,0.340278,0.208333,0.133681,0.132813,0.083333,0.06684,0.363715,0.276042,0.387153,0.824635,0.063486,0.439236,-0.130375,192
uncertainty_halt_policy,9,0.527778,0.330729,0.224826,0.127604,0.153646,0.08941,0.079861,0.414062,0.276042,0.400174,0.824158,0.063741,0.389757,-0.13831,192
