variant,split,seed,episodes,success_rate,tail_risk,calibration_error
observed_only_behavior_clone,nominal,0,600,0.5750,0.4250,0.0119
observed_only_behavior_clone,nominal,1,600,0.5617,0.4383,0.0174
observed_only_behavior_clone,nominal,2,600,0.6067,0.3933,0.0039
observed_only_behavior_clone,nominal,3,600,0.6267,0.3733,0.0315
observed_only_behavior_clone,nominal,4,600,0.6050,0.3950,0.0091
observed_only_behavior_clone,nominal,5,600,0.6117,0.3883,0.0312
observed_only_behavior_clone,nominal,6,600,0.5783,0.4217,0.0125
observed_only_behavior_clone,hidden_mode_shift,0,600,0.3950,0.6050,0.0122
observed_only_behavior_clone,hidden_mode_shift,1,600,0.4217,0.5783,0.0223
observed_only_behavior_clone,hidden_mode_shift,2,600,0.4300,0.5700,0.0070
observed_only_behavior_clone,hidden_mode_shift,3,600,0.3867,0.6133,0.0288
observed_only_behavior_clone,hidden_mode_shift,4,600,0.3917,0.6083,0.0245
observed_only_behavior_clone,hidden_mode_shift,5,600,0.3850,0.6150,0.0158
observed_only_behavior_clone,hidden_mode_shift,6,600,0.4033,0.5967,0.0078
observed_only_behavior_clone,embodiment_shift,0,600,0.4333,0.5667,0.0065
observed_only_behavior_clone,embodiment_shift,1,600,0.4400,0.5600,0.0080
observed_only_behavior_clone,embodiment_shift,2,600,0.4650,0.5350,0.0094
observed_only_behavior_clone,embodiment_shift,3,600,0.4567,0.5433,0.0086
observed_only_behavior_clone,embodiment_shift,4,600,0.4550,0.5450,0.0062
observed_only_behavior_clone,embodiment_shift,5,600,0.4200,0.5800,0.0134
observed_only_behavior_clone,embodiment_shift,6,600,0.4417,0.5583,0.0021
observed_only_behavior_clone,combined_stress,0,600,0.3217,0.6783,0.0006
observed_only_behavior_clone,combined_stress,1,600,0.3350,0.6650,0.0206
observed_only_behavior_clone,combined_stress,2,600,0.3333,0.6667,0.0047
observed_only_behavior_clone,combined_stress,3,600,0.3350,0.6650,0.0045
observed_only_behavior_clone,combined_stress,4,600,0.3350,0.6650,0.0038
observed_only_behavior_clone,combined_stress,5,600,0.3350,0.6650,0.0192
observed_only_behavior_clone,combined_stress,6,600,0.3117,0.6883,0.0145
data_augmentation_wam,nominal,0,600,0.6350,0.3650,0.0021
data_augmentation_wam,nominal,1,600,0.6133,0.3867,0.0272
data_augmentation_wam,nominal,2,600,0.6600,0.3400,0.0214
data_augmentation_wam,nominal,3,600,0.6517,0.3483,0.0033
data_augmentation_wam,nominal,4,600,0.6267,0.3733,0.0157
data_augmentation_wam,nominal,5,600,0.6400,0.3600,0.0043
data_augmentation_wam,nominal,6,600,0.6300,0.3700,0.0132
data_augmentation_wam,hidden_mode_shift,0,600,0.4750,0.5250,0.0076
data_augmentation_wam,hidden_mode_shift,1,600,0.5000,0.5000,0.0097
data_augmentation_wam,hidden_mode_shift,2,600,0.4750,0.5250,0.0133
data_augmentation_wam,hidden_mode_shift,3,600,0.4933,0.5067,0.0047
data_augmentation_wam,hidden_mode_shift,4,600,0.4667,0.5333,0.0254
data_augmentation_wam,hidden_mode_shift,5,600,0.5000,0.5000,0.0060
data_augmentation_wam,hidden_mode_shift,6,600,0.5150,0.4850,0.0221
data_augmentation_wam,embodiment_shift,0,600,0.5217,0.4783,0.0116
data_augmentation_wam,embodiment_shift,1,600,0.5167,0.4833,0.0010
data_augmentation_wam,embodiment_shift,2,600,0.5267,0.4733,0.0109
