method,risk_budget,seed,covered,success,containment_rate,cascade_rate,state_corruption,subgoal_corruption,damage_rate,false_halt,missed_failure,recovery_success,escalation_precision,containment_latency,ece,regret,utility,groups
reactive_retry_recovery,0.18,0,0.0,0.0,0.0,0.239583,0.130208,0.137153,0.095486,0.104167,1.0,0.0,0.434028,0.826371,0.107223,0.918403,-1.007879,192
reactive_retry_recovery,0.18,1,0.0,0.0,0.0,0.255208,0.138889,0.140625,0.064236,0.097222,1.0,0.0,0.321181,0.825507,0.106527,0.916667,-0.992546,192
reactive_retry_recovery,0.18,2,0.0,0.0,0.0,0.225694,0.151042,0.177083,0.078125,0.083333,1.0,0.0,0.352431,0.825721,0.106961,0.911458,-1.004805,192
reactive_retry_recovery,0.18,3,0.0,0.0,0.0,0.215278,0.147569,0.142361,0.053819,0.105903,1.0,0.0,0.326389,0.826776,0.107164,0.914931,-0.966167,192
reactive_retry_recovery,0.18,4,0.0,0.0,0.0,0.227431,0.140625,0.131944,0.076389,0.104167,1.0,0.0,0.355903,0.82727,0.107147,0.930556,-0.986922,192
reactive_retry_recovery,0.18,5,0.0,0.0,0.0,0.251736,0.137153,0.135417,0.083333,0.090278,1.0,0.0,0.338542,0.82615,0.106963,0.932292,-1.003452,192
reactive_retry_recovery,0.18,6,0.0,0.0,0.0,0.21875,0.135417,0.159722,0.078125,0.085069,1.0,0.0,0.338542,0.82599,0.106994,0.899306,-0.985463,192
reactive_retry_recovery,0.18,7,0.0,0.0,0.0,0.248264,0.131944,0.133681,0.071181,0.083333,1.0,0.0,0.342014,0.826486,0.106819,0.918403,-0.981762,192
reactive_retry_recovery,0.18,8,0.0,0.0,0.0,0.225694,0.130208,0.164931,0.079861,0.09375,1.0,0.0,0.352431,0.826433,0.107242,0.902778,-0.994493,192
reactive_retry_recovery,0.18,9,0.0,0.0,0.0,0.258681,0.147569,0.168403,0.078125,0.064236,1.0,0.0,0.385417,0.825794,0.10695,0.907986,-1.009609,192
reactive_retry_recovery,0.24,0,0.03125,0.019097,0.008681,0.239583,0.130208,0.137153,0.095486,0.104167,0.984375,0.008681,0.434028,0.826371,0.107223,0.899306,-0.979275,192
reactive_retry_recovery,0.24,1,0.03125,0.015625,0.010417,0.255208,0.138889,0.140625,0.064236,0.097222,0.980903,0.008681,0.321181,0.825507,0.106527,0.901042,-0.965635,192
reactive_retry_recovery,0.24,2,0.03125,0.019097,0.008681,0.225694,0.151042,0.177083,0.078125,0.083333,0.973958,0.013889,0.352431,0.825721,0.106961,0.892361,-0.971045,192
reactive_retry_recovery,0.24,3,0.029514,0.013889,0.012153,0.215278,0.147569,0.142361,0.053819,0.105903,0.980903,0.012153,0.326389,0.826776,0.107164,0.901042,-0.940567,192
reactive_retry_recovery,0.24,4,0.03125,0.017361,0.013889,0.227431,0.140625,0.131944,0.076389,0.104167,0.982639,0.008681,0.355903,0.82727,0.107147,0.913195,-0.958709,192
reactive_retry_recovery,0.24,5,0.036458,0.019097,0.012153,0.251736,0.137153,0.135417,0.083333,0.090278,0.973958,0.010417,0.338542,0.82615,0.106963,0.913195,-0.969571,192
reactive_retry_recovery,0.24,6,0.032986,0.019097,0.008681,0.21875,0.135417,0.159722,0.078125,0.085069,0.975694,0.006944,0.338542,0.82599,0.106994,0.880209,-0.952988,192
reactive_retry_recovery,0.24,7,0.029514,0.015625,0.008681,0.248264,0.131944,0.133681,0.071181,0.083333,0.979167,0.012153,0.342014,0.826486,0.106819,0.902778,-0.953991,192
reactive_retry_recovery,0.24,8,0.03125,0.019097,0.010417,0.225694,0.130208,0.164931,0.079861,0.09375,0.972222,0.013889,0.352431,0.826433,0.107242,0.883681,-0.959752,192
reactive_retry_recovery,0.24,9,0.027778,0.010417,0.012153,0.258681,0.147569,0.168403,0.078125,0.064236,0.987847,0.010417,0.385417,0.825794,0.10695,0.897569,-0.990797,192
reactive_retry_recovery,0.3,0,0.310764,0.164931,0.112847,0.239583,0.130208,0.137153,0.095486,0.104167,0.802083,0.104167,0.434028,0.826371,0.107223,0.753472,-0.731966,192
reactive_retry_recovery,0.3,1,0.315972,0.185764,0.088542,0.255208,0.138889,0.140625,0.064236,0.097222,0.793403,0.116319,0.321181,0.825507,0.106527,0.730903,-0.693508,192
reactive_retry_recovery,0.3,2,0.310764,0.184028,0.09375,0.225694,0.151042,0.177083,0.078125,0.083333,0.793403,0.121528,0.352431,0.825721,0.106961,0.72743,-0.706592,192
reactive_retry_recovery,0.3,3,0.305556,0.163194,0.107639,0.215278,0.147569,0.142361,0.053819,0.105903,0.810764,0.104167,0.326389,0.826776,0.107164,0.751737,-0.69653,192
reactive_retry_recovery,0.3,4,0.3125,0.175347,0.097222,0.227431,0.140625,0.131944,0.076389,0.104167,0.803819,0.097222,0.355903,0.82727,0.107147,0.755209,-0.703518,192
reactive_retry_recovery,0.3,5,0.302083,0.163194,0.100694,0.251736,0.137153,0.135417,0.083333,0.090278,0.800347,0.105903,0.338542,0.82615,0.106963,0.769098,-0.729631,192
reactive_retry_recovery,0.3,6,0.3125,0.163194,0.090278,0.21875,0.135417,0.159722,0.078125,0.085069,0.784722,0.095486,0.338542,0.82599,0.106994,0.736112,-0.706278,192
reactive_retry_recovery,0.3,7,0.307292,0.168403,0.088542,0.248264,0.131944,0.133681,0.071181,0.083333,0.795139,0.090278,0.342014,0.826486,0.106819,0.75,-0.702707,192
reactive_retry_recovery,0.3,8,0.305556,0.168403,0.095486,0.225694,0.130208,0.164931,0.079861,0.09375,0.782986,0.119792,0.352431,0.826433,0.107242,0.734375,-0.707053,192
reactive_retry_recovery,0.3,9,0.315972,0.199653,0.104167,0.258681,0.147569,0.168403,0.078125,0.064236,0.802083,0.111111,0.385417,0.825794,0.10695,0.708333,-0.6994,192
recovery_budgeted_controller,0.12,0,0.246528,0.173611,0.118056,0.142361,0.065972,0.055556,0.026042,0.039931,0.803819,0.112847,0.572917,0.691864,0.037622,0.744792,-0.464216,192
recovery_budgeted_controller,0.12,1,0.236111,0.152778,0.111111,0.138889,0.074653,0.0625,0.027778,0.034722,0.807292,0.109375,0.541667,0.691771,0.03752,0.763889,-0.494171,192
recovery_budgeted_controller,0.12,2,0.234375,0.168403,0.123264,0.144097,0.053819,0.067708,0.022569,0.032986,0.821181,0.098958,0.534722,0.691213,0.037809,0.743055,-0.472767,192
recovery_budgeted_controller,0.12,3,0.236111,0.166667,0.114583,0.118056,0.048611,0.0625,0.036458,0.043403,0.807292,0.112847,0.539931,0.690252,0.037599,0.748264,-0.465496,192
recovery_budgeted_controller,0.12,4,0.239583,0.15625,0.118056,0.131944,0.045139,0.041667,0.039931,0.041667,0.803819,0.125,0.522569,0.691583,0.037618,0.774306,-0.474052,192
recovery_budgeted_controller,0.12,5,0.234375,0.15625,0.114583,0.125,0.064236,0.067708,0.045139,0.053819,0.809028,0.137153,0.550347,0.69142,0.037463,0.776042,-0.503562,192
recovery_budgeted_controller,0.12,6,0.241319,0.164931,0.121528,0.123264,0.071181,0.060764,0.019097,0.050347,0.798611,0.119792,0.586806,0.691428,0.037615,0.734375,-0.459665,192
recovery_budgeted_controller,0.12,7,0.239583,0.164931,0.107639,0.130208,0.055556,0.059028,0.015625,0.043403,0.796875,0.121528,0.571181,0.692242,0.037547,0.753472,-0.449336,192
recovery_budgeted_controller,0.12,8,0.223958,0.154514,0.112847,0.119792,0.078125,0.052083,0.015625,0.020833,0.817708,0.098958,0.565972,0.692235,0.037534,0.748264,-0.46319,192
recovery_budgeted_controller,0.12,9,0.246528,0.175347,0.119792,0.114583,0.0625,0.0625,0.03125,0.045139,0.803819,0.100694,0.569444,0.691402,0.037659,0.732639,-0.455091,192
recovery_budgeted_controller,0.18,0,0.647569,0.439236,0.328125,0.142361,0.065972,0.055556,0.026042,0.039931,0.491319,0.276042,0.572917,0.691864,0.037622,0.479167,-0.018961,192
recovery_budgeted_controller,0.18,1,0.644097,0.416667,0.305556,0.138889,0.074653,0.0625,0.027778,0.034722,0.496528,0.265625,0.541667,0.691771,0.03752,0.5,-0.053577,192
recovery_budgeted_controller,0.18,2,0.652778,0.442708,0.298611,0.144097,0.053819,0.067708,0.022569,0.032986,0.515625,0.284722,0.534722,0.691213,0.037809,0.46875,-0.024091,192
recovery_budgeted_controller,0.18,3,0.637153,0.421875,0.305556,0.118056,0.048611,0.0625,0.036458,0.043403,0.503472,0.298611,0.539931,0.690252,0.037599,0.493056,-0.035075,192
recovery_budgeted_controller,0.18,4,0.649306,0.425347,0.321181,0.131944,0.045139,0.041667,0.039931,0.041667,0.494792,0.303819,0.522569,0.691583,0.037618,0.505209,-0.026556,192
recovery_budgeted_controller,0.18,5,0.645833,0.432292,0.303819,0.125,0.064236,0.067708,0.045139,0.053819,0.508681,0.321181,0.550347,0.69142,0.037463,0.5,-0.054209,192
recovery_budgeted_controller,0.18,6,0.642361,0.418403,0.329861,0.123264,0.071181,0.060764,0.019097,0.050347,0.494792,0.293403,0.586806,0.691428,0.037615,0.480903,-0.030008,192
recovery_budgeted_controller,0.18,7,0.651042,0.427083,0.288194,0.130208,0.055556,0.059028,0.015625,0.043403,0.482639,0.293403,0.571181,0.692242,0.037547,0.49132,-0.009245,192
recovery_budgeted_controller,0.18,8,0.647569,0.435764,0.333333,0.119792,0.078125,0.052083,0.015625,0.020833,0.519097,0.276042,0.565972,0.692235,0.037534,0.467014,-0.006632,192
recovery_budgeted_controller,0.18,9,0.649306,0.454861,0.342014,0.114583,0.0625,0.0625,0.03125,0.045139,0.510417,0.282986,0.569444,0.691402,0.037659,0.453125,-0.002118,192
recovery_budgeted_controller,0.24,0,0.921875,0.614583,0.473958,0.142361,0.065972,0.055556,0.026042,0.039931,0.302083,0.381944,0.572917,0.691864,0.037622,0.30382,0.266961,192
recovery_budgeted_controller,0.24,1,0.923611,0.607639,0.414931,0.138889,0.074653,0.0625,0.027778,0.034722,0.331597,0.376736,0.541667,0.691771,0.03752,0.309028,0.233326,192
recovery_budgeted_controller,0.24,2,0.925347,0.619792,0.428819,0.144097,0.053819,0.067708,0.022569,0.032986,0.338542,0.388889,0.534722,0.691213,0.037809,0.291666,0.256214,192
recovery_budgeted_controller,0.24,3,0.925347,0.609375,0.421875,0.118056,0.048611,0.0625,0.036458,0.043403,0.314236,0.409722,0.539931,0.690252,0.037599,0.305556,0.260265,192
recovery_budgeted_controller,0.24,4,0.921875,0.609375,0.439236,0.131944,0.045139,0.041667,0.039931,0.041667,0.319444,0.425347,0.522569,0.691583,0.037618,0.321181,0.259834,192
recovery_budgeted_controller,0.24,5,0.921875,0.597222,0.440972,0.125,0.064236,0.067708,0.045139,0.053819,0.342014,0.428819,0.550347,0.69142,0.037463,0.33507,0.210124,192
recovery_budgeted_controller,0.24,6,0.925347,0.609375,0.494792,0.123264,0.071181,0.060764,0.019097,0.050347,0.305556,0.413194,0.586806,0.691428,0.037615,0.289931,0.274516,192
recovery_budgeted_controller,0.24,7,0.921875,0.621528,0.397569,0.130208,0.055556,0.059028,0.015625,0.043403,0.310764,0.387153,0.571181,0.692242,0.037547,0.296875,0.283108,192
recovery_budgeted_controller,0.24,8,0.920139,0.604167,0.46875,0.119792,0.078125,0.052083,0.015625,0.020833,0.335069,0.388889,0.565972,0.692235,0.037534,0.298611,0.269341,192
recovery_budgeted_controller,0.24,9,0.930556,0.647569,0.480903,0.114583,0.0625,0.0625,0.03125,0.045139,0.315972,0.394097,0.569444,0.691402,0.037659,0.260417,0.303196,192
recovery_budgeted_controller,0.3,0,1.0,0.666667,0.506944,0.142361,0.065972,0.055556,0.026042,0.039931,0.262153,0.414931,0.572917,0.691864,0.037622,0.251736,0.343185,192
recovery_budgeted_controller,0.3,1,1.0,0.661458,0.446181,0.138889,0.074653,0.0625,0.027778,0.034722,0.291667,0.404514,0.541667,0.691771,0.03752,0.255209,0.310739,192
recovery_budgeted_controller,0.3,2,1.0,0.671875,0.456597,0.144097,0.053819,0.067708,0.022569,0.032986,0.288194,0.427083,0.534722,0.691213,0.037809,0.239583,0.337048,192
recovery_budgeted_controller,0.3,3,1.0,0.657986,0.461806,0.118056,0.048611,0.0625,0.036458,0.043403,0.269097,0.432292,0.539931,0.690252,0.037599,0.256945,0.335412,192
recovery_budgeted_controller,0.3,4,0.998264,0.664931,0.477431,0.131944,0.045139,0.041667,0.039931,0.041667,0.291667,0.451389,0.522569,0.691583,0.037618,0.265625,0.334001,192
recovery_budgeted_controller,0.3,5,1.0,0.649306,0.470486,0.125,0.064236,0.067708,0.045139,0.053819,0.298611,0.449653,0.550347,0.69142,0.037463,0.282986,0.28673,192
recovery_budgeted_controller,0.3,6,1.0,0.649306,0.53125,0.123264,0.071181,0.060764,0.019097,0.050347,0.258681,0.4375,0.586806,0.691428,0.037615,0.25,0.341538,192
recovery_budgeted_controller,0.3,7,0.998264,0.673611,0.439236,0.130208,0.055556,0.059028,0.015625,0.043403,0.269097,0.421875,0.571181,0.692242,0.037547,0.244792,0.361164,192
recovery_budgeted_controller,0.3,8,1.0,0.652778,0.510417,0.119792,0.078125,0.052083,0.015625,0.020833,0.282986,0.425347,0.565972,0.692235,0.037534,0.25,0.348838,192
recovery_budgeted_controller,0.3,9,1.0,0.697917,0.503472,0.114583,0.0625,0.0625,0.03125,0.045139,0.272569,0.421875,0.569444,0.691402,0.037659,0.210069,0.377823,192
risk_calibrated_hierarchical_containment_v5,0.12,0,1.0,0.835069,0.659722,0.048611,0.001736,0.001736,0.003472,0.003472,0.128472,0.515625,0.706597,0.531764,0.003254,0.083334,0.783558,192
risk_calibrated_hierarchical_containment_v5,0.12,1,1.0,0.822917,0.65625,0.045139,0.001736,0.001736,0.005208,0.001736,0.147569,0.548611,0.725694,0.531228,0.003283,0.09375,0.766534,192
risk_calibrated_hierarchical_containment_v5,0.12,2,1.0,0.862847,0.654514,0.022569,0.001736,0.001736,0.003472,0.005208,0.144097,0.548611,0.734375,0.531597,0.003211,0.048611,0.822486,192
risk_calibrated_hierarchical_containment_v5,0.12,3,1.0,0.835069,0.649306,0.043403,0.001736,0.001736,0.005208,0.0,0.142361,0.581597,0.725694,0.531638,0.003379,0.079862,0.784437,192
risk_calibrated_hierarchical_containment_v5,0.12,4,1.0,0.852431,0.633681,0.032986,0.003472,0.0,0.001736,0.001736,0.152778,0.548611,0.675347,0.531767,0.003344,0.078125,0.800129,192
risk_calibrated_hierarchical_containment_v5,0.12,5,1.0,0.833333,0.659722,0.036458,0.0,0.006944,0.0,0.001736,0.161458,0.532986,0.723958,0.530387,0.003224,0.098959,0.779274,192
risk_calibrated_hierarchical_containment_v5,0.12,6,1.0,0.822917,0.657986,0.027778,0.0,0.005208,0.003472,0.001736,0.131944,0.526042,0.694444,0.531192,0.003268,0.076389,0.782944,192
risk_calibrated_hierarchical_containment_v5,0.12,7,1.0,0.831597,0.684028,0.052083,0.005208,0.001736,0.0,0.005208,0.147569,0.548611,0.715278,0.531578,0.003285,0.086806,0.775405,192
risk_calibrated_hierarchical_containment_v5,0.12,8,1.0,0.861111,0.65625,0.046875,0.0,0.001736,0.0,0.003472,0.147569,0.567708,0.722222,0.53033,0.003278,0.041667,0.810611,192
risk_calibrated_hierarchical_containment_v5,0.12,9,1.0,0.828125,0.623264,0.045139,0.001736,0.0,0.003472,0.006944,0.135417,0.572917,0.737847,0.530156,0.00345,0.079861,0.776547,192
risk_calibrated_hierarchical_containment_v5,0.18,0,1.0,0.835069,0.659722,0.048611,0.001736,0.001736,0.003472,0.003472,0.128472,0.515625,0.706597,0.531764,0.003254,0.083334,0.785958,192
risk_calibrated_hierarchical_containment_v5,0.18,1,1.0,0.822917,0.65625,0.045139,0.001736,0.001736,0.005208,0.001736,0.147569,0.548611,0.725694,0.531228,0.003283,0.09375,0.768934,192
risk_calibrated_hierarchical_containment_v5,0.18,2,1.0,0.862847,0.654514,0.022569,0.001736,0.001736,0.003472,0.005208,0.144097,0.548611,0.734375,0.531597,0.003211,0.048611,0.824886,192
risk_calibrated_hierarchical_containment_v5,0.18,3,1.0,0.835069,0.649306,0.043403,0.001736,0.001736,0.005208,0.0,0.142361,0.581597,0.725694,0.531638,0.003379,0.079862,0.786837,192
risk_calibrated_hierarchical_containment_v5,0.18,4,1.0,0.852431,0.633681,0.032986,0.003472,0.0,0.001736,0.001736,0.152778,0.548611,0.675347,0.531767,0.003344,0.078125,0.802529,192
risk_calibrated_hierarchical_containment_v5,0.18,5,1.0,0.833333,0.659722,0.036458,0.0,0.006944,0.0,0.001736,0.161458,0.532986,0.723958,0.530387,0.003224,0.098959,0.781674,192
risk_calibrated_hierarchical_containment_v5,0.18,6,1.0,0.822917,0.657986,0.027778,0.0,0.005208,0.003472,0.001736,0.131944,0.526042,0.694444,0.531192,0.003268,0.076389,0.785344,192
risk_calibrated_hierarchical_containment_v5,0.18,7,1.0,0.831597,0.684028,0.052083,0.005208,0.001736,0.0,0.005208,0.147569,0.548611,0.715278,0.531578,0.003285,0.086806,0.777805,192
risk_calibrated_hierarchical_containment_v5,0.18,8,1.0,0.861111,0.65625,0.046875,0.0,0.001736,0.0,0.003472,0.147569,0.567708,0.722222,0.53033,0.003278,0.041667,0.813011,192
risk_calibrated_hierarchical_containment_v5,0.18,9,1.0,0.828125,0.623264,0.045139,0.001736,0.0,0.003472,0.006944,0.135417,0.572917,0.737847,0.530156,0.00345,0.079861,0.778947,192
risk_calibrated_hierarchical_containment_v5,0.24,0,1.0,0.835069,0.659722,0.048611,0.001736,0.001736,0.003472,0.003472,0.128472,0.515625,0.706597,0.531764,0.003254,0.083334,0.786758,192
risk_calibrated_hierarchical_containment_v5,0.24,1,1.0,0.822917,0.65625,0.045139,0.001736,0.001736,0.005208,0.001736,0.147569,0.548611,0.725694,0.531228,0.003283,0.09375,0.769734,192
risk_calibrated_hierarchical_containment_v5,0.24,2,1.0,0.862847,0.654514,0.022569,0.001736,0.001736,0.003472,0.005208,0.144097,0.548611,0.734375,0.531597,0.003211,0.048611,0.825686,192
risk_calibrated_hierarchical_containment_v5,0.24,3,1.0,0.835069,0.649306,0.043403,0.001736,0.001736,0.005208,0.0,0.142361,0.581597,0.725694,0.531638,0.003379,0.079862,0.787637,192
risk_calibrated_hierarchical_containment_v5,0.24,4,1.0,0.852431,0.633681,0.032986,0.003472,0.0,0.001736,0.001736,0.152778,0.548611,0.675347,0.531767,0.003344,0.078125,0.803329,192
risk_calibrated_hierarchical_containment_v5,0.24,5,1.0,0.833333,0.659722,0.036458,0.0,0.006944,0.0,0.001736,0.161458,0.532986,0.723958,0.530387,0.003224,0.098959,0.782474,192
risk_calibrated_hierarchical_containment_v5,0.24,6,1.0,0.822917,0.657986,0.027778,0.0,0.005208,0.003472,0.001736,0.131944,0.526042,0.694444,0.531192,0.003268,0.076389,0.786144,192
risk_calibrated_hierarchical_containment_v5,0.24,7,1.0,0.831597,0.684028,0.052083,0.005208,0.001736,0.0,0.005208,0.147569,0.548611,0.715278,0.531578,0.003285,0.086806,0.778605,192
risk_calibrated_hierarchical_containment_v5,0.24,8,1.0,0.861111,0.65625,0.046875,0.0,0.001736,0.0,0.003472,0.147569,0.567708,0.722222,0.53033,0.003278,0.041667,0.813811,192
risk_calibrated_hierarchical_containment_v5,0.24,9,1.0,0.828125,0.623264,0.045139,0.001736,0.0,0.003472,0.006944,0.135417,0.572917,0.737847,0.530156,0.00345,0.079861,0.779747,192
risk_calibrated_hierarchical_containment_v5,0.3,0,1.0,0.835069,0.659722,0.048611,0.001736,0.001736,0.003472,0.003472,0.128472,0.515625,0.706597,0.531764,0.003254,0.083334,0.786758,192
risk_calibrated_hierarchical_containment_v5,0.3,1,1.0,0.822917,0.65625,0.045139,0.001736,0.001736,0.005208,0.001736,0.147569,0.548611,0.725694,0.531228,0.003283,0.09375,0.769734,192
risk_calibrated_hierarchical_containment_v5,0.3,2,1.0,0.862847,0.654514,0.022569,0.001736,0.001736,0.003472,0.005208,0.144097,0.548611,0.734375,0.531597,0.003211,0.048611,0.825686,192
risk_calibrated_hierarchical_containment_v5,0.3,3,1.0,0.835069,0.649306,0.043403,0.001736,0.001736,0.005208,0.0,0.142361,0.581597,0.725694,0.531638,0.003379,0.079862,0.787637,192
risk_calibrated_hierarchical_containment_v5,0.3,4,1.0,0.852431,0.633681,0.032986,0.003472,0.0,0.001736,0.001736,0.152778,0.548611,0.675347,0.531767,0.003344,0.078125,0.803329,192
risk_calibrated_hierarchical_containment_v5,0.3,5,1.0,0.833333,0.659722,0.036458,0.0,0.006944,0.0,0.001736,0.161458,0.532986,0.723958,0.530387,0.003224,0.098959,0.782474,192
risk_calibrated_hierarchical_containment_v5,0.3,6,1.0,0.822917,0.657986,0.027778,0.0,0.005208,0.003472,0.001736,0.131944,0.526042,0.694444,0.531192,0.003268,0.076389,0.786144,192
risk_calibrated_hierarchical_containment_v5,0.3,7,1.0,0.831597,0.684028,0.052083,0.005208,0.001736,0.0,0.005208,0.147569,0.548611,0.715278,0.531578,0.003285,0.086806,0.778605,192
risk_calibrated_hierarchical_containment_v5,0.3,8,1.0,0.861111,0.65625,0.046875,0.0,0.001736,0.0,0.003472,0.147569,0.567708,0.722222,0.53033,0.003278,0.041667,0.813811,192
risk_calibrated_hierarchical_containment_v5,0.3,9,1.0,0.828125,0.623264,0.045139,0.001736,0.0,0.003472,0.006944,0.135417,0.572917,0.737847,0.530156,0.00345,0.079861,0.779747,192
robust_mpc_fallback,0.12,0,0.036458,0.017361,0.017361,0.180556,0.083333,0.097222,0.034722,0.064236,0.973958,0.013889,0.465278,0.721305,0.051065,0.901042,-0.79998,192
robust_mpc_fallback,0.12,1,0.046875,0.03125,0.020833,0.204861,0.092014,0.074653,0.039931,0.048611,0.961806,0.008681,0.456597,0.720577,0.051208,0.885417,-0.788743,192
robust_mpc_fallback,0.12,2,0.043403,0.022569,0.026042,0.144097,0.067708,0.085069,0.045139,0.064236,0.963542,0.017361,0.496528,0.721566,0.051026,0.888889,-0.761852,192
robust_mpc_fallback,0.12,3,0.039931,0.026042,0.022569,0.189236,0.067708,0.095486,0.048611,0.048611,0.970486,0.017361,0.484375,0.721572,0.051232,0.888889,-0.792015,192
robust_mpc_fallback,0.12,4,0.038194,0.024306,0.015625,0.1875,0.095486,0.102431,0.048611,0.045139,0.970486,0.010417,0.477431,0.72152,0.050946,0.90625,-0.810818,192
robust_mpc_fallback,0.12,5,0.041667,0.027778,0.020833,0.166667,0.079861,0.095486,0.045139,0.055556,0.967014,0.03125,0.463542,0.721678,0.05099,0.904514,-0.780741,192
robust_mpc_fallback,0.12,6,0.039931,0.020833,0.015625,0.168403,0.076389,0.105903,0.034722,0.046875,0.960069,0.017361,0.463542,0.720947,0.051309,0.878473,-0.77517,192
robust_mpc_fallback,0.12,7,0.03125,0.026042,0.019097,0.166667,0.090278,0.111111,0.055556,0.067708,0.980903,0.012153,0.472222,0.719727,0.050954,0.892361,-0.818842,192
robust_mpc_fallback,0.12,8,0.041667,0.020833,0.019097,0.151042,0.088542,0.072917,0.03125,0.0625,0.96875,0.017361,0.480903,0.72033,0.05131,0.881945,-0.761837,192
robust_mpc_fallback,0.12,9,0.041667,0.026042,0.019097,0.161458,0.083333,0.090278,0.048611,0.053819,0.96875,0.017361,0.470486,0.722296,0.051135,0.881944,-0.783369,192
robust_mpc_fallback,0.18,0,0.352431,0.210069,0.168403,0.180556,0.083333,0.097222,0.034722,0.064236,0.743056,0.151042,0.465278,0.721305,0.051065,0.708334,-0.473196,192
robust_mpc_fallback,0.18,1,0.357639,0.236111,0.190972,0.204861,0.092014,0.074653,0.039931,0.048611,0.720486,0.118056,0.456597,0.720577,0.051208,0.680556,-0.444955,192
robust_mpc_fallback,0.18,2,0.345486,0.230903,0.149306,0.144097,0.067708,0.085069,0.045139,0.064236,0.730903,0.149306,0.496528,0.721566,0.051026,0.680555,-0.421926,192
robust_mpc_fallback,0.18,3,0.350694,0.236111,0.173611,0.189236,0.067708,0.095486,0.048611,0.048611,0.737847,0.161458,0.484375,0.721572,0.051232,0.67882,-0.446585,192
robust_mpc_fallback,0.18,4,0.359375,0.211806,0.171875,0.1875,0.095486,0.102431,0.048611,0.045139,0.722222,0.131944,0.477431,0.72152,0.050946,0.71875,-0.481803,192
robust_mpc_fallback,0.18,5,0.364583,0.203125,0.184028,0.166667,0.079861,0.095486,0.045139,0.055556,0.727431,0.159722,0.463542,0.721678,0.05099,0.729167,-0.466657,192
robust_mpc_fallback,0.18,6,0.342014,0.237847,0.147569,0.168403,0.076389,0.105903,0.034722,0.046875,0.737847,0.128472,0.463542,0.720947,0.051309,0.661459,-0.431902,192
robust_mpc_fallback,0.18,7,0.366319,0.244792,0.182292,0.166667,0.090278,0.111111,0.055556,0.067708,0.736111,0.175347,0.472222,0.719727,0.050954,0.673611,-0.456529,192
robust_mpc_fallback,0.18,8,0.369792,0.217014,0.142361,0.151042,0.088542,0.072917,0.03125,0.0625,0.71875,0.154514,0.480903,0.72033,0.05131,0.685764,-0.425713,192
robust_mpc_fallback,0.18,9,0.34375,0.217014,0.161458,0.161458,0.083333,0.090278,0.048611,0.053819,0.763889,0.142361,0.470486,0.722296,0.051135,0.690972,-0.472063,192
robust_mpc_fallback,0.24,0,0.713542,0.4375,0.342014,0.180556,0.083333,0.097222,0.034722,0.064236,0.480903,0.298611,0.465278,0.721305,0.051065,0.480903,-0.095816,192
robust_mpc_fallback,0.24,1,0.717014,0.458333,0.338542,0.204861,0.092014,0.074653,0.039931,0.048611,0.480903,0.246528,0.456597,0.720577,0.051208,0.458334,-0.087236,192
robust_mpc_fallback,0.24,2,0.717014,0.463542,0.303819,0.144097,0.067708,0.085069,0.045139,0.064236,0.477431,0.298611,0.496528,0.721566,0.051026,0.447916,-0.045214,192
robust_mpc_fallback,0.24,3,0.710069,0.449653,0.322917,0.189236,0.067708,0.095486,0.048611,0.048611,0.489583,0.305556,0.484375,0.721572,0.051232,0.465278,-0.092278,192
robust_mpc_fallback,0.24,4,0.713542,0.440972,0.338542,0.1875,0.095486,0.102431,0.048611,0.045139,0.489583,0.258681,0.477431,0.72152,0.050946,0.489584,-0.118451,192
robust_mpc_fallback,0.24,5,0.708333,0.399306,0.345486,0.166667,0.079861,0.095486,0.045139,0.055556,0.493056,0.284722,0.463542,0.721678,0.05099,0.532986,-0.136161,192
robust_mpc_fallback,0.24,6,0.713542,0.463542,0.319444,0.168403,0.076389,0.105903,0.034722,0.046875,0.477431,0.28125,0.463542,0.720947,0.051309,0.435764,-0.056874,192
robust_mpc_fallback,0.24,7,0.710069,0.463542,0.329861,0.166667,0.090278,0.111111,0.055556,0.067708,0.493056,0.321181,0.472222,0.719727,0.050954,0.454861,-0.09947,192
robust_mpc_fallback,0.24,8,0.723958,0.449653,0.295139,0.151042,0.088542,0.072917,0.03125,0.0625,0.472222,0.289931,0.480903,0.72033,0.05131,0.453125,-0.05335,192
robust_mpc_fallback,0.24,9,0.704861,0.435764,0.317708,0.161458,0.083333,0.090278,0.048611,0.053819,0.501736,0.276042,0.470486,0.722296,0.051135,0.472222,-0.106158,192
robust_mpc_fallback,0.3,0,0.940972,0.574653,0.435764,0.180556,0.083333,0.097222,0.034722,0.064236,0.34375,0.397569,0.465278,0.721305,0.051065,0.34375,0.121198,192
robust_mpc_fallback,0.3,1,0.940972,0.586806,0.425347,0.204861,0.092014,0.074653,0.039931,0.048611,0.348958,0.328125,0.456597,0.720577,0.051208,0.329861,0.116757,192
robust_mpc_fallback,0.3,2,0.947917,0.585069,0.394097,0.144097,0.067708,0.085069,0.045139,0.064236,0.335069,0.371528,0.496528,0.721566,0.051026,0.326389,0.156383,192
robust_mpc_fallback,0.3,3,0.951389,0.592014,0.434028,0.189236,0.067708,0.095486,0.048611,0.048611,0.338542,0.383681,0.484375,0.721572,0.051232,0.322917,0.136697,192
