method,risk_budget,seed,covered,success,containment_rate,cascade_rate,state_corruption,subgoal_corruption,damage_rate,false_halt,missed_failure,recovery_success,escalation_precision,containment_latency,ece,regret,utility,groups
causal_event_graph_containment,0.18,5,0.708333,0.460069,0.368056,0.130208,0.045139,0.057292,0.008681,0.043403,0.463542,0.319444,0.579861,0.680221,0.034565,0.472223,0.057735,192
causal_event_graph_containment,0.18,6,0.71875,0.479167,0.385417,0.107639,0.03125,0.052083,0.013889,0.026042,0.479167,0.324653,0.574653,0.680067,0.034742,0.420139,0.09768,192
causal_event_graph_containment,0.18,7,0.732639,0.487847,0.421875,0.123264,0.053819,0.055556,0.019097,0.034722,0.440972,0.305556,0.571181,0.680792,0.034831,0.430556,0.093407,192
causal_event_graph_containment,0.18,8,0.713542,0.486111,0.359375,0.142361,0.071181,0.050347,0.024306,0.038194,0.461806,0.274306,0.592014,0.680715,0.034774,0.416667,0.048411,192
causal_event_graph_containment,0.18,9,0.713542,0.456597,0.378472,0.116319,0.036458,0.057292,0.003472,0.045139,0.456597,0.317708,0.565972,0.679469,0.034964,0.451389,0.075923,192
causal_event_graph_containment,0.24,0,0.954861,0.642361,0.461806,0.111111,0.055556,0.0625,0.032986,0.039931,0.309028,0.40625,0.585069,0.680475,0.034612,0.276042,0.307829,192
causal_event_graph_containment,0.24,1,0.954861,0.649306,0.486111,0.116319,0.046875,0.0625,0.020833,0.045139,0.310764,0.404514,0.581597,0.681657,0.034843,0.267361,0.328003,192
causal_event_graph_containment,0.24,2,0.953125,0.619792,0.46875,0.147569,0.038194,0.03125,0.019097,0.045139,0.282986,0.388889,0.597222,0.679175,0.034853,0.291666,0.310863,192
causal_event_graph_containment,0.24,3,0.956597,0.682292,0.475694,0.121528,0.043403,0.043403,0.019097,0.034722,0.260417,0.423611,0.579861,0.678935,0.034705,0.232639,0.398548,192
causal_event_graph_containment,0.24,4,0.953125,0.673611,0.461806,0.131944,0.046875,0.060764,0.015625,0.043403,0.289931,0.394097,0.560764,0.679665,0.034482,0.256945,0.355387,192
causal_event_graph_containment,0.24,5,0.958333,0.642361,0.487847,0.130208,0.045139,0.057292,0.008681,0.043403,0.298611,0.432292,0.579861,0.680221,0.034565,0.289931,0.337172,192
causal_event_graph_containment,0.24,6,0.953125,0.640625,0.498264,0.107639,0.03125,0.052083,0.013889,0.026042,0.329861,0.404514,0.574653,0.680067,0.034742,0.258681,0.346058,192
causal_event_graph_containment,0.24,7,0.960069,0.647569,0.508681,0.123264,0.053819,0.055556,0.019097,0.034722,0.300347,0.392361,0.571181,0.680792,0.034831,0.270834,0.333807,192
causal_event_graph_containment,0.24,8,0.951389,0.644097,0.461806,0.142361,0.071181,0.050347,0.024306,0.038194,0.310764,0.368056,0.592014,0.680715,0.034774,0.258681,0.293994,192
causal_event_graph_containment,0.24,9,0.958333,0.614583,0.470486,0.116319,0.036458,0.057292,0.003472,0.045139,0.309028,0.432292,0.565972,0.679469,0.034964,0.293403,0.320273,192
causal_event_graph_containment,0.3,0,1.0,0.673611,0.480903,0.111111,0.055556,0.0625,0.032986,0.039931,0.276042,0.420139,0.585069,0.680475,0.034612,0.244792,0.35723,192
causal_event_graph_containment,0.3,1,1.0,0.678819,0.503472,0.116319,0.046875,0.0625,0.020833,0.045139,0.288194,0.416667,0.581597,0.681657,0.034843,0.237848,0.370572,192
causal_event_graph_containment,0.3,2,1.0,0.651042,0.486111,0.147569,0.038194,0.03125,0.019097,0.045139,0.262153,0.399306,0.597222,0.679175,0.034853,0.260416,0.354249,192
causal_event_graph_containment,0.3,3,1.0,0.715278,0.496528,0.121528,0.043403,0.043403,0.019097,0.034722,0.232639,0.444444,0.579861,0.678935,0.034705,0.199653,0.447957,192
causal_event_graph_containment,0.3,4,1.0,0.703125,0.484375,0.131944,0.046875,0.060764,0.015625,0.043403,0.262153,0.409722,0.560764,0.679665,0.034482,0.227431,0.401142,192
causal_event_graph_containment,0.3,5,1.0,0.668403,0.505208,0.130208,0.045139,0.057292,0.008681,0.043403,0.270833,0.439236,0.579861,0.680221,0.034565,0.263889,0.378301,192
causal_event_graph_containment,0.3,6,1.0,0.668403,0.510417,0.107639,0.03125,0.052083,0.013889,0.026042,0.295139,0.418403,0.574653,0.680067,0.034742,0.230903,0.392056,192
causal_event_graph_containment,0.3,7,1.0,0.675347,0.522569,0.123264,0.053819,0.055556,0.019097,0.034722,0.282986,0.409722,0.571181,0.680792,0.034831,0.243056,0.372245,192
causal_event_graph_containment,0.3,8,1.0,0.675347,0.484375,0.142361,0.071181,0.050347,0.024306,0.038194,0.293403,0.381944,0.592014,0.680715,0.034774,0.227431,0.336573,192
causal_event_graph_containment,0.3,9,1.0,0.640625,0.491319,0.116319,0.036458,0.057292,0.003472,0.045139,0.284722,0.447917,0.565972,0.679469,0.034964,0.267361,0.360777,192
failure_aware_hierarchical_controller,0.12,0,0.027778,0.010417,0.010417,0.154514,0.078125,0.076389,0.046875,0.074653,0.972222,0.013889,0.555556,0.717564,0.061113,0.907986,-0.789145,192
failure_aware_hierarchical_controller,0.12,1,0.027778,0.020833,0.010417,0.145833,0.086806,0.081597,0.043403,0.083333,0.973958,0.012153,0.53125,0.716947,0.061263,0.895834,-0.78247,192
failure_aware_hierarchical_controller,0.12,2,0.029514,0.024306,0.013889,0.157986,0.072917,0.078125,0.03125,0.0625,0.973958,0.010417,0.548611,0.71858,0.061127,0.887152,-0.754754,192
failure_aware_hierarchical_controller,0.12,3,0.029514,0.013889,0.019097,0.164931,0.067708,0.081597,0.041667,0.071181,0.977431,0.013889,0.552083,0.717979,0.061071,0.901042,-0.783591,192
failure_aware_hierarchical_controller,0.12,4,0.026042,0.015625,0.013889,0.152778,0.088542,0.0625,0.029514,0.060764,0.977431,0.013889,0.491319,0.717904,0.06134,0.914931,-0.762551,192
failure_aware_hierarchical_controller,0.12,5,0.032986,0.020833,0.013889,0.157986,0.0625,0.090278,0.039931,0.0625,0.973958,0.015625,0.494792,0.718248,0.061149,0.911459,-0.769157,192
failure_aware_hierarchical_controller,0.12,6,0.029514,0.013889,0.010417,0.144097,0.071181,0.071181,0.027778,0.050347,0.975694,0.017361,0.538194,0.717577,0.060931,0.885417,-0.744393,192
failure_aware_hierarchical_controller,0.12,7,0.027778,0.022569,0.015625,0.190972,0.071181,0.067708,0.038194,0.071181,0.982639,0.008681,0.560764,0.717824,0.061069,0.895834,-0.785635,192
failure_aware_hierarchical_controller,0.12,8,0.034722,0.024306,0.013889,0.144097,0.067708,0.090278,0.038194,0.065972,0.970486,0.010417,0.506944,0.717696,0.061277,0.878472,-0.757781,192
failure_aware_hierarchical_controller,0.12,9,0.029514,0.015625,0.017361,0.114583,0.074653,0.095486,0.039931,0.055556,0.982639,0.010417,0.513889,0.717694,0.061186,0.892361,-0.756475,192
failure_aware_hierarchical_controller,0.18,0,0.307292,0.211806,0.130208,0.154514,0.078125,0.076389,0.046875,0.074653,0.760417,0.109375,0.555556,0.717564,0.061113,0.706597,-0.468664,192
failure_aware_hierarchical_controller,0.18,1,0.295139,0.208333,0.131944,0.145833,0.086806,0.081597,0.043403,0.083333,0.779514,0.105903,0.53125,0.716947,0.061263,0.708334,-0.483803,192
failure_aware_hierarchical_controller,0.18,2,0.322917,0.210069,0.157986,0.157986,0.072917,0.078125,0.03125,0.0625,0.744792,0.118056,0.548611,0.71858,0.061127,0.701389,-0.438508,192
failure_aware_hierarchical_controller,0.18,3,0.315972,0.217014,0.166667,0.164931,0.067708,0.081597,0.041667,0.071181,0.767361,0.149306,0.552083,0.717979,0.061071,0.697917,-0.45646,192
failure_aware_hierarchical_controller,0.18,4,0.314236,0.201389,0.152778,0.152778,0.088542,0.0625,0.029514,0.060764,0.755208,0.130208,0.491319,0.717904,0.06134,0.729167,-0.449439,192
failure_aware_hierarchical_controller,0.18,5,0.317708,0.196181,0.149306,0.157986,0.0625,0.090278,0.039931,0.0625,0.743056,0.131944,0.494792,0.718248,0.061149,0.736111,-0.462833,192
failure_aware_hierarchical_controller,0.18,6,0.319444,0.210069,0.144097,0.144097,0.071181,0.071181,0.027778,0.050347,0.760417,0.107639,0.538194,0.717577,0.060931,0.689237,-0.426429,192
failure_aware_hierarchical_controller,0.18,7,0.310764,0.203125,0.154514,0.190972,0.071181,0.067708,0.038194,0.071181,0.760417,0.119792,0.560764,0.717824,0.061069,0.715278,-0.478096,192
failure_aware_hierarchical_controller,0.18,8,0.303819,0.204861,0.140625,0.144097,0.067708,0.090278,0.038194,0.065972,0.770833,0.125,0.506944,0.717696,0.061277,0.697917,-0.461657,192
failure_aware_hierarchical_controller,0.18,9,0.305556,0.208333,0.151042,0.114583,0.074653,0.095486,0.039931,0.055556,0.767361,0.128472,0.513889,0.717694,0.061186,0.699653,-0.440038,192
failure_aware_hierarchical_controller,0.24,0,0.685764,0.447917,0.298611,0.154514,0.078125,0.076389,0.046875,0.074653,0.472222,0.260417,0.555556,0.717564,0.061113,0.470486,-0.070928,192
failure_aware_hierarchical_controller,0.24,1,0.684028,0.460069,0.305556,0.145833,0.086806,0.081597,0.043403,0.083333,0.487847,0.260417,0.53125,0.716947,0.061263,0.456598,-0.068055,192
failure_aware_hierarchical_controller,0.24,2,0.685764,0.435764,0.310764,0.157986,0.072917,0.078125,0.03125,0.0625,0.503472,0.232639,0.548611,0.71858,0.061127,0.475694,-0.076945,192
failure_aware_hierarchical_controller,0.24,3,0.684028,0.458333,0.348958,0.164931,0.067708,0.081597,0.041667,0.071181,0.494792,0.288194,0.552083,0.717979,0.061071,0.456598,-0.060095,192
failure_aware_hierarchical_controller,0.24,4,0.684028,0.435764,0.315972,0.152778,0.088542,0.0625,0.029514,0.060764,0.5,0.286458,0.491319,0.717904,0.06134,0.494792,-0.068796,192
failure_aware_hierarchical_controller,0.24,5,0.689236,0.430556,0.303819,0.157986,0.0625,0.090278,0.039931,0.0625,0.477431,0.288194,0.494792,0.718248,0.061149,0.501736,-0.078309,192
failure_aware_hierarchical_controller,0.24,6,0.6875,0.428819,0.317708,0.144097,0.071181,0.071181,0.027778,0.050347,0.486111,0.248264,0.538194,0.717577,0.060931,0.470487,-0.052625,192
failure_aware_hierarchical_controller,0.24,7,0.696181,0.439236,0.322917,0.190972,0.071181,0.067708,0.038194,0.071181,0.494792,0.258681,0.560764,0.717824,0.061069,0.479167,-0.091593,192
failure_aware_hierarchical_controller,0.24,8,0.697917,0.439236,0.319444,0.144097,0.067708,0.090278,0.038194,0.065972,0.496528,0.277778,0.506944,0.717696,0.061277,0.463542,-0.070831,192
failure_aware_hierarchical_controller,0.24,9,0.6875,0.442708,0.303819,0.114583,0.074653,0.095486,0.039931,0.055556,0.5,0.267361,0.513889,0.717694,0.061186,0.465278,-0.056113,192
failure_aware_hierarchical_controller,0.3,0,0.940972,0.623264,0.407986,0.154514,0.078125,0.076389,0.046875,0.074653,0.310764,0.348958,0.555556,0.717564,0.061113,0.295139,0.196373,192
failure_aware_hierarchical_controller,0.3,1,0.935764,0.619792,0.411458,0.145833,0.086806,0.081597,0.043403,0.083333,0.324653,0.338542,0.53125,0.716947,0.061263,0.296875,0.183325,192
failure_aware_hierarchical_controller,0.3,2,0.935764,0.588542,0.423611,0.157986,0.072917,0.078125,0.03125,0.0625,0.348958,0.319444,0.548611,0.71858,0.061127,0.322916,0.164835,192
failure_aware_hierarchical_controller,0.3,3,0.934028,0.638889,0.440972,0.164931,0.067708,0.081597,0.041667,0.071181,0.329861,0.387153,0.552083,0.717979,0.061071,0.276042,0.212917,192
failure_aware_hierarchical_controller,0.3,4,0.944444,0.585069,0.430556,0.152778,0.088542,0.0625,0.029514,0.060764,0.338542,0.368056,0.491319,0.717904,0.06134,0.345487,0.172524,192
failure_aware_hierarchical_controller,0.3,5,0.934028,0.576389,0.404514,0.157986,0.0625,0.090278,0.039931,0.0625,0.322917,0.385417,0.494792,0.718248,0.061149,0.355903,0.155979,192
failure_aware_hierarchical_controller,0.3,6,0.940972,0.600694,0.427083,0.144097,0.071181,0.071181,0.027778,0.050347,0.315972,0.328125,0.538194,0.717577,0.060931,0.298612,0.214588,192
failure_aware_hierarchical_controller,0.3,7,0.940972,0.592014,0.427083,0.190972,0.071181,0.067708,0.038194,0.071181,0.342014,0.333333,0.560764,0.717824,0.061069,0.326389,0.147626,192
failure_aware_hierarchical_controller,0.3,8,0.946181,0.588542,0.421875,0.144097,0.067708,0.090278,0.038194,0.065972,0.328125,0.373264,0.506944,0.717696,0.061277,0.314236,0.173379,192
failure_aware_hierarchical_controller,0.3,9,0.9375,0.611111,0.411458,0.114583,0.074653,0.095486,0.039931,0.055556,0.34375,0.352431,0.513889,0.717694,0.061186,0.296875,0.201421,192
hierarchical_pomdp_monitor,0.12,0,0.189236,0.128472,0.100694,0.15625,0.048611,0.060764,0.024306,0.029514,0.842014,0.076389,0.548611,0.701788,0.040397,0.789931,-0.531158,192
hierarchical_pomdp_monitor,0.12,1,0.190972,0.133681,0.109375,0.142361,0.053819,0.055556,0.039931,0.045139,0.845486,0.083333,0.583333,0.703207,0.040287,0.782986,-0.539967,192
hierarchical_pomdp_monitor,0.12,2,0.189236,0.119792,0.102431,0.137153,0.060764,0.0625,0.029514,0.024306,0.861111,0.083333,0.545139,0.702261,0.040059,0.791666,-0.546837,192
hierarchical_pomdp_monitor,0.12,3,0.189236,0.119792,0.078125,0.147569,0.059028,0.065972,0.038194,0.038194,0.833333,0.072917,0.522569,0.70224,0.040303,0.795139,-0.560649,192
hierarchical_pomdp_monitor,0.12,4,0.206597,0.125,0.098958,0.137153,0.081597,0.076389,0.036458,0.038194,0.831597,0.088542,0.59375,0.702562,0.040391,0.805556,-0.557122,192
hierarchical_pomdp_monitor,0.12,5,0.189236,0.126736,0.104167,0.114583,0.059028,0.057292,0.024306,0.046875,0.854167,0.072917,0.607639,0.702268,0.040619,0.805556,-0.521802,192
hierarchical_pomdp_monitor,0.12,6,0.180556,0.131944,0.104167,0.130208,0.043403,0.071181,0.03125,0.057292,0.861111,0.081597,0.560764,0.70296,0.040153,0.767362,-0.540723,192
hierarchical_pomdp_monitor,0.12,7,0.194444,0.138889,0.095486,0.145833,0.038194,0.057292,0.020833,0.046875,0.852431,0.107639,0.526042,0.703,0.040118,0.779514,-0.5153,192
hierarchical_pomdp_monitor,0.12,8,0.199653,0.137153,0.100694,0.145833,0.0625,0.050347,0.039931,0.041667,0.840278,0.079861,0.541667,0.70334,0.040207,0.765625,-0.539933,192
hierarchical_pomdp_monitor,0.12,9,0.185764,0.130208,0.078125,0.142361,0.067708,0.065972,0.043403,0.043403,0.847222,0.088542,0.557292,0.702695,0.04022,0.777778,-0.563345,192
hierarchical_pomdp_monitor,0.18,0,0.59375,0.418403,0.303819,0.15625,0.048611,0.060764,0.024306,0.029514,0.53125,0.227431,0.548611,0.701788,0.040397,0.5,-0.063975,192
hierarchical_pomdp_monitor,0.18,1,0.588542,0.409722,0.279514,0.142361,0.053819,0.055556,0.039931,0.045139,0.548611,0.248264,0.583333,0.703207,0.040287,0.506945,-0.095553,192
hierarchical_pomdp_monitor,0.18,2,0.586806,0.364583,0.307292,0.137153,0.060764,0.0625,0.029514,0.024306,0.560764,0.239583,0.545139,0.702261,0.040059,0.546875,-0.129038,192
hierarchical_pomdp_monitor,0.18,3,0.602431,0.378472,0.279514,0.147569,0.059028,0.065972,0.038194,0.038194,0.545139,0.243056,0.522569,0.70224,0.040303,0.536459,-0.133944,192
hierarchical_pomdp_monitor,0.18,4,0.597222,0.388889,0.291667,0.137153,0.081597,0.076389,0.036458,0.038194,0.550347,0.236111,0.59375,0.702562,0.040391,0.541667,-0.130893,192
hierarchical_pomdp_monitor,0.18,5,0.588542,0.368056,0.291667,0.114583,0.059028,0.057292,0.024306,0.046875,0.564236,0.230903,0.607639,0.702268,0.040619,0.564236,-0.113968,192
hierarchical_pomdp_monitor,0.18,6,0.592014,0.421875,0.298611,0.130208,0.043403,0.071181,0.03125,0.057292,0.569444,0.246528,0.560764,0.70296,0.040153,0.477431,-0.082264,192
hierarchical_pomdp_monitor,0.18,7,0.592014,0.418403,0.277778,0.145833,0.038194,0.057292,0.020833,0.046875,0.548611,0.25,0.526042,0.703,0.040118,0.5,-0.064523,192
hierarchical_pomdp_monitor,0.18,8,0.605903,0.399306,0.309028,0.145833,0.0625,0.050347,0.039931,0.041667,0.539931,0.211806,0.541667,0.70334,0.040207,0.503472,-0.106109,192
hierarchical_pomdp_monitor,0.18,9,0.588542,0.387153,0.276042,0.142361,0.067708,0.065972,0.043403,0.043403,0.555556,0.282986,0.557292,0.702695,0.04022,0.520833,-0.135442,192
hierarchical_pomdp_monitor,0.24,0,0.888889,0.623264,0.4375,0.15625,0.048611,0.060764,0.024306,0.029514,0.333333,0.345486,0.548611,0.701788,0.040397,0.295139,0.255028,192
hierarchical_pomdp_monitor,0.24,1,0.888889,0.612847,0.418403,0.142361,0.053819,0.055556,0.039931,0.045139,0.321181,0.352431,0.583333,0.703207,0.040287,0.30382,0.234865,192
hierarchical_pomdp_monitor,0.24,2,0.899306,0.567708,0.432292,0.137153,0.060764,0.0625,0.029514,0.024306,0.354167,0.338542,0.545139,0.702261,0.040059,0.34375,0.189974,192
hierarchical_pomdp_monitor,0.24,3,0.892361,0.564236,0.390625,0.147569,0.059028,0.065972,0.038194,0.038194,0.354167,0.345486,0.522569,0.70224,0.040303,0.350695,0.159304,192
hierarchical_pomdp_monitor,0.24,4,0.894097,0.59375,0.421875,0.137153,0.081597,0.076389,0.036458,0.038194,0.347222,0.324653,0.59375,0.702562,0.040391,0.336806,0.188075,192
hierarchical_pomdp_monitor,0.24,5,0.880208,0.565972,0.423611,0.114583,0.059028,0.057292,0.024306,0.046875,0.373264,0.34375,0.607639,0.702268,0.040619,0.36632,0.19435,192
hierarchical_pomdp_monitor,0.24,6,0.892361,0.607639,0.434028,0.130208,0.043403,0.071181,0.03125,0.057292,0.376736,0.362847,0.560764,0.70296,0.040153,0.291667,0.215307,192
hierarchical_pomdp_monitor,0.24,7,0.887153,0.625,0.387153,0.145833,0.038194,0.057292,0.020833,0.046875,0.350694,0.371528,0.526042,0.703,0.040118,0.293403,0.253907,192
hierarchical_pomdp_monitor,0.24,8,0.895833,0.579861,0.418403,0.145833,0.0625,0.050347,0.039931,0.041667,0.347222,0.310764,0.541667,0.70334,0.040207,0.322917,0.182304,192
hierarchical_pomdp_monitor,0.24,9,0.890625,0.569444,0.423611,0.142361,0.067708,0.065972,0.043403,0.043403,0.380208,0.402778,0.557292,0.702695,0.04022,0.338542,0.15219,192
hierarchical_pomdp_monitor,0.3,0,0.994792,0.703125,0.482639,0.15625,0.048611,0.060764,0.024306,0.029514,0.260417,0.385417,0.548611,0.701788,0.040397,0.215278,0.375966,192
hierarchical_pomdp_monitor,0.3,1,0.994792,0.689236,0.467014,0.142361,0.053819,0.055556,0.039931,0.045139,0.251736,0.383681,0.583333,0.703207,0.040287,0.227431,0.35049,192
hierarchical_pomdp_monitor,0.3,2,0.998264,0.619792,0.472222,0.137153,0.060764,0.0625,0.029514,0.024306,0.289931,0.381944,0.545139,0.702261,0.040059,0.291666,0.278836,192
hierarchical_pomdp_monitor,0.3,3,0.994792,0.635417,0.428819,0.147569,0.059028,0.065972,0.038194,0.038194,0.291667,0.392361,0.522569,0.70224,0.040303,0.279514,0.266526,192
hierarchical_pomdp_monitor,0.3,4,0.996528,0.652778,0.467014,0.137153,0.081597,0.076389,0.036458,0.038194,0.282986,0.357639,0.59375,0.702562,0.040391,0.277778,0.2837,192
hierarchical_pomdp_monitor,0.3,5,0.993056,0.642361,0.46875,0.114583,0.059028,0.057292,0.024306,0.046875,0.321181,0.381944,0.607639,0.702268,0.040619,0.289931,0.30211,192
hierarchical_pomdp_monitor,0.3,6,0.996528,0.668403,0.467014,0.130208,0.043403,0.071181,0.03125,0.057292,0.298611,0.381944,0.560764,0.70296,0.040153,0.230903,0.316809,192
hierarchical_pomdp_monitor,0.3,7,0.994792,0.692708,0.423611,0.145833,0.038194,0.057292,0.020833,0.046875,0.279514,0.416667,0.526042,0.703,0.040118,0.225695,0.361346,192
hierarchical_pomdp_monitor,0.3,8,0.991319,0.640625,0.461806,0.145833,0.0625,0.050347,0.039931,0.041667,0.286458,0.335069,0.541667,0.70334,0.040207,0.262153,0.277278,192
hierarchical_pomdp_monitor,0.3,9,0.996528,0.642361,0.470486,0.142361,0.067708,0.065972,0.043403,0.043403,0.322917,0.4375,0.557292,0.702695,0.04022,0.265625,0.258813,192
local_safety_filter,0.12,0,0.0,0.0,0.0,0.237847,0.131944,0.145833,0.095486,0.088542,1.0,0.0,0.295139,0.843917,0.103301,0.918403,-1.016234,192
local_safety_filter,0.12,1,0.0,0.0,0.0,0.230903,0.138889,0.145833,0.112847,0.097222,1.0,0.0,0.277778,0.845349,0.103197,0.916667,-1.038648,192
local_safety_filter,0.12,2,0.0,0.0,0.0,0.260417,0.131944,0.159722,0.104167,0.095486,1.0,0.0,0.262153,0.844103,0.103185,0.911458,-1.050188,192
local_safety_filter,0.12,3,0.0,0.0,0.0,0.284722,0.189236,0.121528,0.098958,0.107639,1.0,0.0,0.302083,0.843875,0.103525,0.914931,-1.076822,192
local_safety_filter,0.12,4,0.0,0.0,0.0,0.265625,0.171875,0.171875,0.095486,0.118056,1.0,0.0,0.319444,0.844848,0.103027,0.930556,-1.079072,192
local_safety_filter,0.12,5,0.0,0.0,0.0,0.237847,0.159722,0.166667,0.074653,0.09375,1.0,0.0,0.298611,0.844781,0.103153,0.932292,-1.021197,192
local_safety_filter,0.12,6,0.0,0.0,0.0,0.272569,0.142361,0.152778,0.074653,0.090278,1.0,0.0,0.300347,0.844879,0.103158,0.899306,-1.025375,192
local_safety_filter,0.12,7,0.0,0.0,0.0,0.255208,0.142361,0.157986,0.109375,0.085069,1.0,0.0,0.314236,0.84346,0.103036,0.918403,-1.050381,192
local_safety_filter,0.12,8,0.0,0.0,0.0,0.243056,0.111111,0.15625,0.097222,0.126736,1.0,0.0,0.277778,0.843779,0.103507,0.902778,-1.03236,192
local_safety_filter,0.12,9,0.0,0.0,0.0,0.262153,0.170139,0.178819,0.111111,0.100694,1.0,0.0,0.291667,0.843978,0.103231,0.907986,-1.089004,192
local_safety_filter,0.18,0,0.0,0.0,0.0,0.237847,0.131944,0.145833,0.095486,0.088542,1.0,0.0,0.295139,0.843917,0.103301,0.918403,-1.013834,192
local_safety_filter,0.18,1,0.0,0.0,0.0,0.230903,0.138889,0.145833,0.112847,0.097222,1.0,0.0,0.277778,0.845349,0.103197,0.916667,-1.036248,192
local_safety_filter,0.18,2,0.0,0.0,0.0,0.260417,0.131944,0.159722,0.104167,0.095486,1.0,0.0,0.262153,0.844103,0.103185,0.911458,-1.047788,192
local_safety_filter,0.18,3,0.0,0.0,0.0,0.284722,0.189236,0.121528,0.098958,0.107639,1.0,0.0,0.302083,0.843875,0.103525,0.914931,-1.074422,192
local_safety_filter,0.18,4,0.0,0.0,0.0,0.265625,0.171875,0.171875,0.095486,0.118056,1.0,0.0,0.319444,0.844848,0.103027,0.930556,-1.076672,192
local_safety_filter,0.18,5,0.0,0.0,0.0,0.237847,0.159722,0.166667,0.074653,0.09375,1.0,0.0,0.298611,0.844781,0.103153,0.932292,-1.018797,192
local_safety_filter,0.18,6,0.0,0.0,0.0,0.272569,0.142361,0.152778,0.074653,0.090278,1.0,0.0,0.300347,0.844879,0.103158,0.899306,-1.022975,192
local_safety_filter,0.18,7,0.0,0.0,0.0,0.255208,0.142361,0.157986,0.109375,0.085069,1.0,0.0,0.314236,0.84346,0.103036,0.918403,-1.047981,192
local_safety_filter,0.18,8,0.0,0.0,0.0,0.243056,0.111111,0.15625,0.097222,0.126736,1.0,0.0,0.277778,0.843779,0.103507,0.902778,-1.02996,192
local_safety_filter,0.18,9,0.0,0.0,0.0,0.262153,0.170139,0.178819,0.111111,0.100694,1.0,0.0,0.291667,0.843978,0.103231,0.907986,-1.086604,192
local_safety_filter,0.24,0,0.019097,0.010417,0.001736,0.237847,0.131944,0.145833,0.095486,0.088542,0.991319,0.005208,0.295139,0.843917,0.103301,0.907986,-0.998077,192
local_safety_filter,0.24,1,0.010417,0.003472,0.003472,0.230903,0.138889,0.145833,0.112847,0.097222,0.994792,0.006944,0.277778,0.845349,0.103197,0.913195,-1.02873,192
local_safety_filter,0.24,2,0.017361,0.010417,0.005208,0.260417,0.131944,0.159722,0.104167,0.095486,0.993056,0.006944,0.262153,0.844103,0.103185,0.901041,-1.032344,192
local_safety_filter,0.24,3,0.015625,0.003472,0.003472,0.284722,0.189236,0.121528,0.098958,0.107639,0.989583,0.006944,0.302083,0.843875,0.103525,0.911459,-1.064508,192
