method,split,stress_level,seed,success,containment_rate,cascade_rate,state_corruption,subgoal_corruption,damage_rate,false_halt,missed_failure,recovery_success,escalation_precision,containment_latency,ece,regret,utility,groups
failure_aware_hierarchical_controller,stress_08,0.85,9,0.586806,0.402778,0.159722,0.069444,0.100694,0.03125,0.107639,0.34375,0.322917,0.506944,0.744789,0.078081,0.284722,0.12733,48
failure_aware_hierarchical_controller,stress_09,0.95,0,0.663194,0.472222,0.166667,0.083333,0.052083,0.045139,0.072917,0.347222,0.402778,0.482639,0.760224,0.086852,0.246528,0.22237,48
failure_aware_hierarchical_controller,stress_09,0.95,1,0.586806,0.420139,0.173611,0.104167,0.111111,0.059028,0.104167,0.305556,0.336806,0.482639,0.758831,0.087184,0.347222,0.084188,48
failure_aware_hierarchical_controller,stress_09,0.95,2,0.642361,0.392361,0.177083,0.111111,0.055556,0.055556,0.076389,0.340278,0.350694,0.496528,0.758228,0.087577,0.28125,0.157984,48
failure_aware_hierarchical_controller,stress_09,0.95,3,0.611111,0.423611,0.208333,0.100694,0.138889,0.041667,0.072917,0.305556,0.340278,0.548611,0.758356,0.087376,0.28125,0.111472,48
failure_aware_hierarchical_controller,stress_09,0.95,4,0.555556,0.4375,0.180556,0.072917,0.104167,0.041667,0.090278,0.378472,0.336806,0.510417,0.759324,0.087363,0.361111,0.062407,48
failure_aware_hierarchical_controller,stress_09,0.95,5,0.611111,0.451389,0.204861,0.069444,0.076389,0.041667,0.090278,0.357639,0.354167,0.538194,0.759526,0.087659,0.246528,0.130918,48
failure_aware_hierarchical_controller,stress_09,0.95,6,0.572917,0.440972,0.1875,0.072917,0.0625,0.045139,0.065972,0.333333,0.413194,0.489583,0.758219,0.086717,0.309027,0.127485,48
failure_aware_hierarchical_controller,stress_09,0.95,7,0.597222,0.423611,0.170139,0.069444,0.097222,0.045139,0.09375,0.364583,0.329861,0.479167,0.759231,0.087099,0.274306,0.113594,48
failure_aware_hierarchical_controller,stress_09,0.95,8,0.628472,0.482639,0.177083,0.083333,0.076389,0.048611,0.069444,0.361111,0.336806,0.5,0.757946,0.086774,0.270834,0.159032,48
failure_aware_hierarchical_controller,stress_09,0.95,9,0.576389,0.434028,0.194444,0.100694,0.065972,0.052083,0.052083,0.340278,0.371528,0.475694,0.758082,0.087095,0.288194,0.101439,48
hierarchical_pomdp_monitor,stress_00,0.05,0,0.739583,0.527778,0.111111,0.020833,0.038194,0.010417,0.03125,0.232639,0.472222,0.635417,0.58041,0.003332,0.194445,0.526809,48
hierarchical_pomdp_monitor,stress_00,0.05,1,0.725694,0.472222,0.083333,0.041667,0.017361,0.010417,0.03125,0.173611,0.427083,0.565972,0.581321,0.003388,0.201389,0.543587,48
hierarchical_pomdp_monitor,stress_00,0.05,2,0.680556,0.434028,0.131944,0.024306,0.017361,0.010417,0.027778,0.197917,0.454861,0.607639,0.580281,0.00327,0.263888,0.467871,48
hierarchical_pomdp_monitor,stress_00,0.05,3,0.6875,0.486111,0.111111,0.017361,0.024306,0.017361,0.024306,0.197917,0.402778,0.590278,0.583052,0.003158,0.267361,0.483238,48
hierarchical_pomdp_monitor,stress_00,0.05,4,0.684028,0.489583,0.107639,0.024306,0.034722,0.013889,0.024306,0.184028,0.423611,0.538194,0.582148,0.003162,0.229166,0.483173,48
hierarchical_pomdp_monitor,stress_00,0.05,5,0.670139,0.548611,0.083333,0.020833,0.034722,0.017361,0.041667,0.197917,0.427083,0.604167,0.581155,0.003553,0.208333,0.477875,48
hierarchical_pomdp_monitor,stress_00,0.05,6,0.71875,0.517361,0.079861,0.027778,0.034722,0.006944,0.045139,0.180556,0.461806,0.559028,0.580078,0.003431,0.225694,0.539699,48
hierarchical_pomdp_monitor,stress_00,0.05,7,0.743056,0.475694,0.107639,0.024306,0.052083,0.010417,0.017361,0.194444,0.458333,0.586806,0.57974,0.003095,0.197916,0.539481,48
hierarchical_pomdp_monitor,stress_00,0.05,8,0.701389,0.541667,0.111111,0.03125,0.03125,0.003472,0.034722,0.166667,0.440972,0.597222,0.581376,0.00329,0.239583,0.51983,48
hierarchical_pomdp_monitor,stress_00,0.05,9,0.743056,0.527778,0.107639,0.027778,0.020833,0.013889,0.013889,0.170139,0.430556,0.621528,0.581492,0.003194,0.1875,0.565773,48
hierarchical_pomdp_monitor,stress_01,0.15,0,0.659722,0.444444,0.152778,0.034722,0.017361,0.010417,0.03125,0.208333,0.423611,0.625,0.599948,0.00402,0.295139,0.418998,48
hierarchical_pomdp_monitor,stress_01,0.15,1,0.666667,0.493056,0.128472,0.017361,0.03125,0.017361,0.020833,0.21875,0.430556,0.621528,0.601125,0.004055,0.288194,0.441775,48
hierarchical_pomdp_monitor,stress_01,0.15,2,0.694444,0.451389,0.107639,0.034722,0.045139,0.020833,0.020833,0.236111,0.444444,0.545139,0.601529,0.003942,0.215278,0.448415,48
hierarchical_pomdp_monitor,stress_01,0.15,3,0.680556,0.541667,0.09375,0.03125,0.034722,0.027778,0.045139,0.21875,0.385417,0.600694,0.600697,0.004369,0.215277,0.447567,48
hierarchical_pomdp_monitor,stress_01,0.15,4,0.715278,0.503472,0.090278,0.041667,0.03125,0.006944,0.045139,0.173611,0.451389,0.548611,0.600405,0.004168,0.232639,0.52153,48
hierarchical_pomdp_monitor,stress_01,0.15,5,0.725694,0.486111,0.107639,0.03125,0.055556,0.010417,0.017361,0.225694,0.427083,0.597222,0.599553,0.004126,0.208334,0.498885,48
hierarchical_pomdp_monitor,stress_01,0.15,6,0.715278,0.534722,0.111111,0.038194,0.03125,0.003472,0.034722,0.201389,0.434028,0.579861,0.600473,0.004013,0.211805,0.509321,48
hierarchical_pomdp_monitor,stress_01,0.15,7,0.71875,0.534722,0.111111,0.034722,0.03125,0.017361,0.013889,0.190972,0.427083,0.635417,0.601535,0.003936,0.204861,0.515748,48
hierarchical_pomdp_monitor,stress_01,0.15,8,0.663194,0.472222,0.111111,0.027778,0.038194,0.013889,0.027778,0.232639,0.423611,0.607639,0.600201,0.003928,0.295139,0.431331,48
hierarchical_pomdp_monitor,stress_01,0.15,9,0.736111,0.493056,0.104167,0.041667,0.03125,0.020833,0.006944,0.184028,0.430556,0.5625,0.600982,0.003948,0.194445,0.529151,48
hierarchical_pomdp_monitor,stress_02,0.25,0,0.694444,0.475694,0.121528,0.027778,0.055556,0.020833,0.03125,0.215278,0.472222,0.541667,0.620102,0.007152,0.208334,0.445256,48
hierarchical_pomdp_monitor,stress_02,0.25,1,0.673611,0.524306,0.09375,0.055556,0.055556,0.024306,0.045139,0.211806,0.381944,0.579861,0.620557,0.007355,0.239583,0.418794,48
hierarchical_pomdp_monitor,stress_02,0.25,2,0.701389,0.489583,0.107639,0.034722,0.041667,0.006944,0.038194,0.194444,0.440972,0.5625,0.618742,0.007044,0.246528,0.484906,48
hierarchical_pomdp_monitor,stress_02,0.25,3,0.694444,0.475694,0.114583,0.048611,0.055556,0.010417,0.017361,0.243056,0.402778,0.614583,0.619689,0.00704,0.232639,0.440851,48
hierarchical_pomdp_monitor,stress_02,0.25,4,0.677083,0.510417,0.121528,0.03125,0.020833,0.006944,0.041667,0.204861,0.434028,0.59375,0.620629,0.006942,0.260417,0.459886,48
hierarchical_pomdp_monitor,stress_02,0.25,5,0.715278,0.506944,0.114583,0.038194,0.048611,0.017361,0.010417,0.243056,0.395833,0.621528,0.620563,0.007116,0.208333,0.469225,48
hierarchical_pomdp_monitor,stress_02,0.25,6,0.652778,0.482639,0.114583,0.03125,0.052083,0.024306,0.027778,0.25,0.395833,0.604167,0.619743,0.006956,0.302083,0.3876,48
hierarchical_pomdp_monitor,stress_02,0.25,7,0.736111,0.513889,0.107639,0.055556,0.045139,0.020833,0.020833,0.177083,0.4375,0.555556,0.620207,0.006902,0.194445,0.509647,48
hierarchical_pomdp_monitor,stress_02,0.25,8,0.6875,0.461806,0.118056,0.038194,0.034722,0.013889,0.017361,0.243056,0.388889,0.555556,0.618984,0.007284,0.222222,0.438485,48
hierarchical_pomdp_monitor,stress_02,0.25,9,0.715278,0.482639,0.118056,0.041667,0.048611,0.017361,0.03125,0.194444,0.4375,0.600694,0.619421,0.006613,0.190972,0.478082,48
hierarchical_pomdp_monitor,stress_03,0.35,0,0.701389,0.482639,0.107639,0.038194,0.041667,0.013889,0.038194,0.201389,0.430556,0.590278,0.638402,0.013015,0.239583,0.469023,48
hierarchical_pomdp_monitor,stress_03,0.35,1,0.684028,0.461806,0.118056,0.059028,0.065972,0.006944,0.03125,0.246528,0.4375,0.597222,0.639445,0.013151,0.239583,0.41079,48
hierarchical_pomdp_monitor,stress_03,0.35,2,0.65625,0.489583,0.135417,0.038194,0.027778,0.006944,0.027778,0.232639,0.402778,0.576389,0.640638,0.012959,0.277778,0.408444,48
hierarchical_pomdp_monitor,stress_03,0.35,3,0.680556,0.489583,0.125,0.045139,0.052083,0.020833,0.020833,0.246528,0.399306,0.59375,0.638817,0.01311,0.253472,0.40709,48
hierarchical_pomdp_monitor,stress_03,0.35,4,0.652778,0.472222,0.125,0.038194,0.045139,0.027778,0.038194,0.236111,0.395833,0.600694,0.63885,0.013108,0.288194,0.374339,48
hierarchical_pomdp_monitor,stress_03,0.35,5,0.715278,0.496528,0.118056,0.048611,0.045139,0.017361,0.027778,0.204861,0.420139,0.552083,0.638346,0.013278,0.222222,0.467684,48
hierarchical_pomdp_monitor,stress_03,0.35,6,0.708333,0.447917,0.118056,0.041667,0.041667,0.013889,0.020833,0.267361,0.416667,0.545139,0.638323,0.013304,0.201389,0.4384,48
hierarchical_pomdp_monitor,stress_03,0.35,7,0.677083,0.479167,0.121528,0.052083,0.055556,0.024306,0.03125,0.1875,0.434028,0.607639,0.638979,0.012685,0.21875,0.421278,48
hierarchical_pomdp_monitor,stress_03,0.35,8,0.694444,0.434028,0.111111,0.059028,0.045139,0.027778,0.034722,0.263889,0.402778,0.565972,0.638941,0.012985,0.232639,0.397131,48
hierarchical_pomdp_monitor,stress_03,0.35,9,0.65625,0.482639,0.076389,0.027778,0.055556,0.024306,0.017361,0.260417,0.399306,0.569444,0.6387,0.012962,0.291667,0.410472,48
hierarchical_pomdp_monitor,stress_04,0.45,0,0.628472,0.465278,0.135417,0.041667,0.034722,0.003472,0.03125,0.243056,0.399306,0.59375,0.66003,0.020832,0.298611,0.367513,48
hierarchical_pomdp_monitor,stress_04,0.45,1,0.684028,0.496528,0.149306,0.041667,0.069444,0.027778,0.020833,0.274306,0.381944,0.604167,0.65799,0.020668,0.25,0.365974,48
hierarchical_pomdp_monitor,stress_04,0.45,2,0.690972,0.454861,0.114583,0.0625,0.034722,0.041667,0.048611,0.270833,0.395833,0.59375,0.658947,0.020609,0.246528,0.369991,48
hierarchical_pomdp_monitor,stress_04,0.45,3,0.690972,0.475694,0.114583,0.045139,0.045139,0.013889,0.027778,0.229167,0.434028,0.541667,0.657209,0.021054,0.232639,0.434956,48
hierarchical_pomdp_monitor,stress_04,0.45,4,0.684028,0.440972,0.131944,0.048611,0.052083,0.013889,0.027778,0.284722,0.423611,0.534722,0.658979,0.021023,0.229166,0.38171,48
hierarchical_pomdp_monitor,stress_04,0.45,5,0.659722,0.479167,0.100694,0.055556,0.0625,0.020833,0.027778,0.204861,0.416667,0.597222,0.658831,0.020303,0.232639,0.40391,48
hierarchical_pomdp_monitor,stress_04,0.45,6,0.680556,0.447917,0.111111,0.065972,0.052083,0.048611,0.041667,0.270833,0.409722,0.572917,0.658119,0.02066,0.246527,0.34711,48
hierarchical_pomdp_monitor,stress_04,0.45,7,0.652778,0.489583,0.079861,0.03125,0.069444,0.027778,0.020833,0.256944,0.402778,0.559028,0.65767,0.020514,0.28125,0.390282,48
hierarchical_pomdp_monitor,stress_04,0.45,8,0.6875,0.454861,0.131944,0.048611,0.072917,0.020833,0.03125,0.177083,0.423611,0.579861,0.657565,0.020683,0.222222,0.419873,48
hierarchical_pomdp_monitor,stress_04,0.45,9,0.684028,0.5,0.131944,0.065972,0.069444,0.038194,0.03125,0.260417,0.430556,0.590278,0.658914,0.020975,0.253472,0.357511,48
hierarchical_pomdp_monitor,stress_05,0.55,0,0.670139,0.447917,0.131944,0.0625,0.024306,0.034722,0.055556,0.28125,0.420139,0.607639,0.678552,0.029061,0.267361,0.340765,48
hierarchical_pomdp_monitor,stress_05,0.55,1,0.6875,0.461806,0.135417,0.038194,0.041667,0.020833,0.041667,0.239583,0.416667,0.569444,0.676947,0.029575,0.25,0.400768,48
hierarchical_pomdp_monitor,stress_05,0.55,2,0.659722,0.486111,0.166667,0.0625,0.041667,0.017361,0.041667,0.295139,0.427083,0.541667,0.679117,0.029775,0.253472,0.320375,48
hierarchical_pomdp_monitor,stress_05,0.55,3,0.638889,0.451389,0.121528,0.069444,0.065972,0.027778,0.024306,0.232639,0.395833,0.590278,0.678432,0.029081,0.256944,0.334408,48
hierarchical_pomdp_monitor,stress_05,0.55,4,0.645833,0.444444,0.118056,0.059028,0.052083,0.041667,0.041667,0.277778,0.423611,0.579861,0.67808,0.029414,0.288195,0.313334,48
hierarchical_pomdp_monitor,stress_05,0.55,5,0.65625,0.475694,0.072917,0.034722,0.086806,0.03125,0.017361,0.267361,0.378472,0.541667,0.676955,0.029236,0.256944,0.374002,48
hierarchical_pomdp_monitor,stress_05,0.55,6,0.6875,0.454861,0.135417,0.055556,0.069444,0.020833,0.03125,0.222222,0.420139,0.579861,0.677143,0.029449,0.236111,0.391118,48
hierarchical_pomdp_monitor,stress_05,0.55,7,0.697917,0.472222,0.125,0.086806,0.069444,0.052083,0.034722,0.253472,0.423611,0.583333,0.67688,0.029639,0.229166,0.344636,48
hierarchical_pomdp_monitor,stress_05,0.55,8,0.65625,0.479167,0.121528,0.038194,0.0625,0.017361,0.027778,0.246528,0.392361,0.555556,0.678108,0.029692,0.274306,0.374474,48
hierarchical_pomdp_monitor,stress_05,0.55,9,0.635417,0.454861,0.138889,0.059028,0.055556,0.034722,0.0625,0.260417,0.409722,0.565972,0.678189,0.029386,0.302083,0.294039,48
hierarchical_pomdp_monitor,stress_06,0.65,0,0.652778,0.479167,0.1875,0.052083,0.059028,0.020833,0.027778,0.3125,0.416667,0.538194,0.697357,0.038744,0.263889,0.287757,48
hierarchical_pomdp_monitor,stress_06,0.65,1,0.614583,0.482639,0.131944,0.059028,0.0625,0.045139,0.024306,0.260417,0.395833,0.569444,0.697523,0.038355,0.284723,0.278851,48
hierarchical_pomdp_monitor,stress_06,0.65,2,0.638889,0.451389,0.135417,0.059028,0.0625,0.045139,0.048611,0.284722,0.420139,0.579861,0.698184,0.038627,0.295139,0.277872,48
hierarchical_pomdp_monitor,stress_06,0.65,3,0.645833,0.475694,0.086806,0.034722,0.09375,0.045139,0.034722,0.263889,0.375,0.545139,0.696569,0.038539,0.253473,0.327567,48
hierarchical_pomdp_monitor,stress_06,0.65,4,0.704861,0.447917,0.138889,0.0625,0.072917,0.034722,0.034722,0.253472,0.395833,0.555556,0.69586,0.03867,0.225695,0.363684,48
hierarchical_pomdp_monitor,stress_06,0.65,5,0.673611,0.482639,0.125,0.086806,0.055556,0.045139,0.041667,0.243056,0.413194,0.552083,0.695797,0.038776,0.253472,0.33142,48
hierarchical_pomdp_monitor,stress_06,0.65,6,0.652778,0.440972,0.125,0.055556,0.069444,0.013889,0.045139,0.277778,0.378472,0.5625,0.697607,0.039082,0.274305,0.32974,48
hierarchical_pomdp_monitor,stress_06,0.65,7,0.621528,0.465278,0.166667,0.065972,0.069444,0.045139,0.065972,0.274306,0.388889,0.541667,0.697863,0.03844,0.333333,0.229071,48
hierarchical_pomdp_monitor,stress_06,0.65,8,0.666667,0.434028,0.121528,0.059028,0.059028,0.017361,0.038194,0.298611,0.368056,0.46875,0.696889,0.038547,0.267361,0.333272,48
hierarchical_pomdp_monitor,stress_06,0.65,9,0.635417,0.479167,0.138889,0.059028,0.0625,0.038194,0.045139,0.239583,0.440972,0.541667,0.696465,0.038633,0.263889,0.304842,48
hierarchical_pomdp_monitor,stress_07,0.75,0,0.645833,0.454861,0.138889,0.048611,0.072917,0.038194,0.055556,0.291667,0.420139,0.597222,0.715536,0.047684,0.288195,0.282479,48
hierarchical_pomdp_monitor,stress_07,0.75,1,0.635417,0.454861,0.090278,0.041667,0.086806,0.048611,0.038194,0.298611,0.347222,0.545139,0.713985,0.047854,0.270833,0.285981,48
hierarchical_pomdp_monitor,stress_07,0.75,2,0.715278,0.440972,0.163194,0.079861,0.083333,0.03125,0.038194,0.291667,0.381944,0.541667,0.713692,0.047975,0.211805,0.323887,48
hierarchical_pomdp_monitor,stress_07,0.75,3,0.65625,0.506944,0.149306,0.086806,0.0625,0.048611,0.045139,0.302083,0.427083,0.548611,0.713233,0.0479,0.263889,0.263677,48
hierarchical_pomdp_monitor,stress_07,0.75,4,0.666667,0.430556,0.138889,0.055556,0.076389,0.020833,0.059028,0.291667,0.361111,0.569444,0.715678,0.04841,0.25,0.306738,48
hierarchical_pomdp_monitor,stress_07,0.75,5,0.621528,0.475694,0.145833,0.069444,0.069444,0.041667,0.072917,0.263889,0.385417,0.545139,0.714238,0.047759,0.322916,0.243453,48
hierarchical_pomdp_monitor,stress_07,0.75,6,0.666667,0.447917,0.125,0.065972,0.059028,0.034722,0.052083,0.315972,0.385417,0.486111,0.713973,0.047821,0.263889,0.295312,48
hierarchical_pomdp_monitor,stress_07,0.75,7,0.628472,0.489583,0.131944,0.055556,0.079861,0.03125,0.052083,0.263889,0.434028,0.524306,0.714197,0.047708,0.267361,0.285817,48
hierarchical_pomdp_monitor,stress_07,0.75,8,0.618056,0.479167,0.114583,0.076389,0.065972,0.024306,0.055556,0.291667,0.392361,0.541667,0.713341,0.047764,0.305555,0.271124,48
hierarchical_pomdp_monitor,stress_07,0.75,9,0.690972,0.458333,0.131944,0.083333,0.0625,0.024306,0.048611,0.298611,0.375,0.548611,0.712853,0.047933,0.222222,0.327928,48
hierarchical_pomdp_monitor,stress_08,0.85,0,0.708333,0.447917,0.142361,0.083333,0.083333,0.034722,0.034722,0.315972,0.409722,0.534722,0.72853,0.056885,0.201389,0.314278,48
hierarchical_pomdp_monitor,stress_08,0.85,1,0.638889,0.506944,0.163194,0.076389,0.065972,0.052083,0.041667,0.340278,0.40625,0.548611,0.728002,0.056872,0.270833,0.217801,48
hierarchical_pomdp_monitor,stress_08,0.85,2,0.673611,0.451389,0.131944,0.055556,0.072917,0.017361,0.059028,0.333333,0.368056,0.555556,0.7306,0.057447,0.243056,0.303342,48
hierarchical_pomdp_monitor,stress_08,0.85,3,0.607639,0.482639,0.135417,0.055556,0.059028,0.03125,0.069444,0.274306,0.368056,0.53125,0.729626,0.056724,0.326389,0.252047,48
hierarchical_pomdp_monitor,stress_08,0.85,4,0.65625,0.451389,0.142361,0.083333,0.052083,0.03125,0.055556,0.322917,0.364583,0.46875,0.729805,0.056785,0.277778,0.262118,48
hierarchical_pomdp_monitor,stress_08,0.85,5,0.663194,0.479167,0.142361,0.072917,0.086806,0.034722,0.055556,0.315972,0.430556,0.53125,0.729672,0.056792,0.236112,0.268441,48
hierarchical_pomdp_monitor,stress_08,0.85,6,0.597222,0.465278,0.131944,0.065972,0.0625,0.024306,0.065972,0.291667,0.378472,0.545139,0.728773,0.056635,0.322917,0.23701,48
hierarchical_pomdp_monitor,stress_08,0.85,7,0.6875,0.451389,0.145833,0.0625,0.072917,0.034722,0.048611,0.315972,0.364583,0.541667,0.727919,0.056814,0.201389,0.29881,48
hierarchical_pomdp_monitor,stress_08,0.85,8,0.645833,0.496528,0.149306,0.069444,0.059028,0.041667,0.045139,0.347222,0.40625,0.517361,0.728511,0.057201,0.239584,0.244012,48
hierarchical_pomdp_monitor,stress_08,0.85,9,0.666667,0.513889,0.118056,0.100694,0.048611,0.034722,0.052083,0.315972,0.399306,0.506944,0.729529,0.05696,0.204861,0.291524,48
hierarchical_pomdp_monitor,stress_09,0.95,0,0.673611,0.475694,0.145833,0.055556,0.072917,0.03125,0.0625,0.347222,0.357639,0.555556,0.744836,0.066244,0.236111,0.271357,48
hierarchical_pomdp_monitor,stress_09,0.95,1,0.621528,0.475694,0.159722,0.059028,0.059028,0.038194,0.065972,0.302083,0.368056,0.541667,0.743904,0.065673,0.3125,0.227443,48
hierarchical_pomdp_monitor,stress_09,0.95,2,0.631944,0.465278,0.135417,0.069444,0.052083,0.045139,0.059028,0.368056,0.354167,0.451389,0.744014,0.065903,0.291667,0.210024,48
hierarchical_pomdp_monitor,stress_09,0.95,3,0.663194,0.46875,0.149306,0.079861,0.090278,0.03125,0.048611,0.340278,0.413194,0.524306,0.744366,0.065465,0.229167,0.248958,48
hierarchical_pomdp_monitor,stress_09,0.95,4,0.597222,0.458333,0.142361,0.072917,0.0625,0.03125,0.059028,0.326389,0.388889,0.527778,0.742599,0.065797,0.319445,0.203196,48
hierarchical_pomdp_monitor,stress_09,0.95,5,0.666667,0.434028,0.152778,0.069444,0.076389,0.027778,0.045139,0.347222,0.378472,0.555556,0.743986,0.065694,0.190972,0.259541,48
hierarchical_pomdp_monitor,stress_09,0.95,6,0.642361,0.465278,0.159722,0.052083,0.065972,0.041667,0.045139,0.34375,0.385417,0.506944,0.74313,0.066217,0.239583,0.233914,48
hierarchical_pomdp_monitor,stress_09,0.95,7,0.645833,0.503472,0.125,0.107639,0.059028,0.038194,0.052083,0.309028,0.402778,0.520833,0.743525,0.065832,0.225695,0.254456,48
hierarchical_pomdp_monitor,stress_09,0.95,8,0.618056,0.444444,0.15625,0.069444,0.072917,0.034722,0.065972,0.288194,0.371528,0.545139,0.743506,0.066601,0.28125,0.221234,48
hierarchical_pomdp_monitor,stress_09,0.95,9,0.670139,0.472222,0.128472,0.079861,0.079861,0.027778,0.048611,0.302083,0.361111,0.534722,0.744466,0.065825,0.194444,0.291939,48
option_termination_monitor,stress_00,0.05,0,0.649306,0.444444,0.114583,0.086806,0.072917,0.024306,0.072917,0.215278,0.354167,0.5,0.641841,0.015919,0.284722,0.329042,48
option_termination_monitor,stress_00,0.05,1,0.642361,0.354167,0.135417,0.045139,0.086806,0.017361,0.065972,0.256944,0.392361,0.517361,0.642545,0.015196,0.284722,0.310356,48
option_termination_monitor,stress_00,0.05,2,0.666667,0.371528,0.138889,0.065972,0.059028,0.024306,0.052083,0.239583,0.354167,0.447917,0.642554,0.015475,0.277777,0.337051,48
option_termination_monitor,stress_00,0.05,3,0.614583,0.454861,0.111111,0.059028,0.079861,0.034722,0.048611,0.274306,0.347222,0.496528,0.642925,0.015714,0.340278,0.281209,48
option_termination_monitor,stress_00,0.05,4,0.663194,0.395833,0.128472,0.0625,0.065972,0.038194,0.048611,0.239583,0.34375,0.482639,0.642567,0.016111,0.25,0.328891,48
option_termination_monitor,stress_00,0.05,5,0.666667,0.381944,0.15625,0.059028,0.076389,0.048611,0.059028,0.1875,0.357639,0.461806,0.643593,0.01584,0.211805,0.319178,48
option_termination_monitor,stress_00,0.05,6,0.670139,0.409722,0.111111,0.065972,0.072917,0.048611,0.038194,0.225694,0.357639,0.5,0.643492,0.015768,0.274305,0.344622,48
option_termination_monitor,stress_00,0.05,7,0.628472,0.402778,0.149306,0.069444,0.072917,0.027778,0.041667,0.25,0.378472,0.461806,0.641597,0.015474,0.3125,0.28598,48
option_termination_monitor,stress_00,0.05,8,0.677083,0.461806,0.135417,0.09375,0.076389,0.03125,0.045139,0.204861,0.375,0.454861,0.64202,0.015848,0.263889,0.349645,48
option_termination_monitor,stress_00,0.05,9,0.621528,0.423611,0.145833,0.052083,0.09375,0.052083,0.069444,0.263889,0.361111,0.486111,0.641221,0.015606,0.309028,0.238883,48
option_termination_monitor,stress_01,0.15,0,0.649306,0.368056,0.170139,0.072917,0.0625,0.038194,0.038194,0.256944,0.361111,0.444444,0.662089,0.024263,0.305555,0.275047,48
option_termination_monitor,stress_01,0.15,1,0.628472,0.440972,0.135417,0.069444,0.083333,0.038194,0.041667,0.28125,0.340278,0.482639,0.662266,0.02434,0.326389,0.263096,48
option_termination_monitor,stress_01,0.15,2,0.663194,0.361111,0.142361,0.069444,0.072917,0.024306,0.052083,0.25,0.354167,0.482639,0.661473,0.025002,0.246528,0.315324,48
option_termination_monitor,stress_01,0.15,3,0.652778,0.375,0.159722,0.065972,0.086806,0.052083,0.059028,0.222222,0.322917,0.461806,0.663276,0.024719,0.243055,0.268351,48
option_termination_monitor,stress_01,0.15,4,0.684028,0.423611,0.125,0.065972,0.079861,0.048611,0.03125,0.260417,0.368056,0.506944,0.662602,0.024494,0.263889,0.332894,48
option_termination_monitor,stress_01,0.15,5,0.618056,0.399306,0.138889,0.065972,0.072917,0.020833,0.055556,0.239583,0.375,0.440972,0.661537,0.0243,0.315972,0.284889,48
option_termination_monitor,stress_01,0.15,6,0.652778,0.447917,0.149306,0.083333,0.086806,0.034722,0.048611,0.225694,0.378472,0.475694,0.661213,0.024549,0.274305,0.299081,48
option_termination_monitor,stress_01,0.15,7,0.607639,0.434028,0.131944,0.0625,0.100694,0.055556,0.072917,0.309028,0.378472,0.5,0.660439,0.024156,0.315972,0.198367,48
option_termination_monitor,stress_01,0.15,8,0.684028,0.395833,0.152778,0.069444,0.090278,0.03125,0.059028,0.243056,0.333333,0.482639,0.662291,0.024367,0.274305,0.316684,48
option_termination_monitor,stress_01,0.15,9,0.659722,0.40625,0.142361,0.076389,0.086806,0.038194,0.045139,0.243056,0.333333,0.520833,0.662228,0.024167,0.270834,0.298226,48
option_termination_monitor,stress_02,0.25,0,0.621528,0.364583,0.15625,0.079861,0.083333,0.03125,0.0625,0.267361,0.361111,0.489583,0.68051,0.034481,0.28125,0.232487,48
option_termination_monitor,stress_02,0.25,1,0.659722,0.388889,0.180556,0.0625,0.090278,0.03125,0.0625,0.260417,0.326389,0.440972,0.681847,0.033998,0.253472,0.262919,48
option_termination_monitor,stress_02,0.25,2,0.670139,0.434028,0.145833,0.055556,0.065972,0.052083,0.034722,0.295139,0.354167,0.5,0.681601,0.034114,0.277778,0.293357,48
option_termination_monitor,stress_02,0.25,3,0.604167,0.395833,0.142361,0.059028,0.076389,0.03125,0.052083,0.25,0.357639,0.444444,0.681097,0.033988,0.322916,0.251851,48
option_termination_monitor,stress_02,0.25,4,0.635417,0.427083,0.145833,0.097222,0.072917,0.041667,0.0625,0.232639,0.371528,0.465278,0.680668,0.033983,0.302083,0.259575,48
option_termination_monitor,stress_02,0.25,5,0.597222,0.440972,0.131944,0.065972,0.111111,0.065972,0.076389,0.305556,0.371528,0.53125,0.680051,0.033486,0.326389,0.168479,48
option_termination_monitor,stress_02,0.25,6,0.663194,0.402778,0.145833,0.079861,0.09375,0.038194,0.055556,0.253472,0.340278,0.486111,0.680723,0.034019,0.291667,0.280387,48
option_termination_monitor,stress_02,0.25,7,0.586806,0.40625,0.142361,0.065972,0.09375,0.045139,0.048611,0.263889,0.336806,0.493056,0.682341,0.033709,0.34375,0.204835,48
option_termination_monitor,stress_02,0.25,8,0.621528,0.409722,0.128472,0.097222,0.090278,0.034722,0.069444,0.322917,0.340278,0.538194,0.682293,0.034088,0.288194,0.209988,48
option_termination_monitor,stress_02,0.25,9,0.628472,0.395833,0.180556,0.083333,0.090278,0.045139,0.055556,0.246528,0.326389,0.524306,0.680468,0.03389,0.277778,0.219711,48
option_termination_monitor,stress_03,0.35,0,0.642361,0.440972,0.166667,0.048611,0.069444,0.052083,0.045139,0.322917,0.354167,0.493056,0.700294,0.043759,0.298611,0.234503,48
option_termination_monitor,stress_03,0.35,1,0.618056,0.399306,0.142361,0.065972,0.072917,0.045139,0.045139,0.267361,0.357639,0.420139,0.699689,0.043665,0.305555,0.24004,48
option_termination_monitor,stress_03,0.35,2,0.638889,0.392361,0.142361,0.104167,0.09375,0.048611,0.072917,0.263889,0.392361,0.444444,0.698918,0.044158,0.295139,0.219185,48
